season_id,season_label,event_id,home_team,away_team,fetch_ok,match_url,match_date,match_time,ok,season_id_stats,away_accurate_passes,away_aerial_duels,away_aerial_duels_total,away_ball_possession,away_big_chances,away_big_chances_missed,away_big_chances_scored,away_big_saves,away_blocked_shots,away_clearances,away_corner_kicks,away_crosses,away_crosses_total,away_dispossessed,away_dribbles,away_dribbles_total,away_duels,away_errors_lead_to_a_goal,away_errors_lead_to_a_shot,away_expected_goals,away_final_third_entries,away_final_third_phase,away_final_third_phase_total,away_fouled_in_final_third,away_fouls,away_free_kicks,away_goal_kicks,away_goalkeeper_saves,away_goals_prevented,away_ground_duels,away_ground_duels_total,away_high_claims,away_hit_woodwork,away_interceptions,away_long_balls,away_long_balls_total,away_offsides,away_passes,away_penalty_saves,away_recoveries,away_red_cards,away_shots_inside_box,away_shots_off_target,away_shots_on_target,away_shots_outside_box,away_tackles,away_tackles_won,away_tackles_won_total,away_through_balls,away_throw_ins,away_total_saves,away_total_shots,away_total_shots__totalshotsongoal,away_total_tackles,away_touches_in_penalty_area,away_yellow_cards,home_accurate_passes,home_aerial_duels,home_aerial_duels_total,home_ball_possession,home_big_chances,home_big_chances_missed,home_big_chances_scored,home_big_saves,home_blocked_shots,home_clearances,home_corner_kicks,home_crosses,home_crosses_total,home_dispossessed,home_dribbles,home_dribbles_total,home_duels,home_errors_lead_to_a_goal,home_errors_lead_to_a_shot,home_expected_goals,home_final_third_entries,home_final_third_phase,home_final_third_phase_total,home_fouled_in_final_third,home_fouls,home_free_kicks,home_goal_kicks,home_goalkeeper_saves,home_goals_prevented,home_ground_duels,home_ground_duels_total,home_high_claims,home_hit_woodwork,home_interceptions,home_long_balls,home_long_balls_total,home_offsides,home_passes,home_penalty_saves,home_recoveries,home_red_cards,home_shots_inside_box,home_shots_off_target,home_shots_on_target,home_shots_outside_box,home_tackles,home_tackles_won,home_tackles_won_total,home_through_balls,home_throw_ins,home_total_saves,home_total_shots,home_total_shots__totalshotsongoal,home_total_tackles,home_touches_in_penalty_area,home_yellow_cards
48772,2023,11041330,Young Lions,Hougang Utd,1,https://www.sofascore.com/football/match/hougang-united-young-lions/HGnsIGn#id:11041330,29/07/2023,06:00,1,48772,367.0,14.0,26.0,55.0,,,,,6.0,7.0,14.0,7.0,19.0,2.0,27.0,35.0,40.0,,7.0,3.27,,36.0,47.0,,6.0,2.0,15.0,11.0,,45.0,118.0,,1.0,12.0,29.0,51.0,0.0,449.0,,,0.0,19.0,6.0,10.0,4.0,1.0,,,5.0,19.0,11.0,23.0,23.0,1.0,36.0,1.0,237.0,8.0,26.0,45.0,,,,,7.0,30.0,3.0,5.0,9.0,4.0,16.0,21.0,32.0,,1.0,3.41,,23.0,35.0,,6.0,3.0,11.0,5.0,,41.0,125.0,,0.0,26.0,18.0,34.0,0.0,301.0,,,0.0,10.0,8.0,13.0,18.0,4.0,,,3.0,12.0,5.0,28.0,28.0,4.0,17.0,2.0
48772,2023,11041331,Lion City Sailors,Hougang Utd,1,https://www.sofascore.com/football/match/hougang-united-lion-city-sailors/QkbsIGn#id:11041331,25/06/2023,06:00,1,48772,326.0,9.0,13.0,42.0,,,,,0.0,27.0,3.0,2.0,7.0,96.0,14.0,22.0,31.0,,,0.0,,,,,4.0,0.0,11.0,5.0,,46.0,161.0,,0.0,44.0,33.0,54.0,2.0,399.0,,,0.0,0.0,0.0,0.0,0.0,3.0,,,0.0,20.0,5.0,0.0,0.0,3.0,,0.0,492.0,4.0,13.0,58.0,,,,,5.0,14.0,7.0,14.0,41.0,93.0,35.0,38.0,45.0,,,3.28,,,,,8.0,0.0,3.0,0.0,,76.0,161.0,,2.0,31.0,39.0,56.0,0.0,563.0,,,0.0,12.0,9.0,7.0,11.0,2.0,,,4.0,14.0,0.0,23.0,23.0,2.0,,0.0
48772,2023,11041332,Balestier Khalsa,Hougang Utd,1,https://www.sofascore.com/football/match/hougang-united-balestier-khalsa/OkbsIGn#id:11041332,21/07/2023,07:45,1,48772,351.0,11.0,19.0,52.0,,,,,3.0,18.0,7.0,2.0,9.0,12.0,21.0,28.0,34.0,,1.0,1.64,,28.0,48.0,,19.0,0.0,7.0,0.0,,46.0,144.0,1.0,1.0,21.0,27.0,50.0,2.0,415.0,,,0.0,9.0,4.0,8.0,7.0,3.0,,,4.0,14.0,0.0,16.0,16.0,3.0,19.0,3.0,315.0,5.0,17.0,48.0,,,,,5.0,16.0,5.0,3.0,13.0,5.0,18.0,25.0,36.0,,0.0,2.01,,39.0,57.0,,11.0,6.0,6.0,5.0,,54.0,143.0,0.0,0.0,11.0,12.0,27.0,1.0,382.0,,,0.0,6.0,5.0,1.0,5.0,3.0,,,6.0,17.0,5.0,11.0,11.0,3.0,20.0,1.0
48772,2023,11041333,Hougang Utd,Lion City Sailors,1,https://www.sofascore.com/football/match/hougang-united-lion-city-sailors/QkbsIGn#id:11041333,13/08/2023,06:00,1,48772,459.0,6.0,11.0,53.0,,,,,4.0,14.0,7.0,14.0,27.0,3.0,35.0,39.0,47.0,,3.0,4.86,,53.0,63.0,,12.0,1.0,5.0,3.0,,53.0,114.0,,1.0,15.0,20.0,32.0,0.0,514.0,,,0.0,21.0,5.0,14.0,3.0,1.0,,,0.0,16.0,3.0,24.0,24.0,1.0,45.0,1.0,418.0,8.0,14.0,47.0,,,,,3.0,16.0,3.0,2.0,14.0,7.0,23.0,29.0,36.0,,5.0,0.48,,28.0,42.0,,3.0,0.0,7.0,7.0,,42.0,122.0,,0.0,17.0,30.0,48.0,2.0,472.0,,,0.0,5.0,3.0,4.0,5.0,3.0,,,2.0,17.0,7.0,10.0,10.0,3.0,14.0,1.0
48772,2023,11041334,Tampines Rovers,Tanjong Pagar Utd.,1,https://www.sofascore.com/football/match/tampines-rovers-tanjong-pagar-united/NkbsTkb#id:11041334,11/07/2023,07:45,1,48772,171.0,14.0,33.0,38.0,,,,,2.0,21.0,0.0,4.0,9.0,8.0,4.0,5.0,37.0,,2.0,0.52,,17.0,34.0,,11.0,4.0,12.0,7.0,,38.0,107.0,,0.0,13.0,26.0,49.0,3.0,247.0,,,0.0,4.0,3.0,1.0,2.0,1.0,,,2.0,27.0,7.0,6.0,6.0,1.0,11.0,3.0,452.0,17.0,30.0,62.0,,,,,5.0,20.0,3.0,6.0,19.0,14.0,15.0,18.0,41.0,,6.0,2.33,,45.0,58.0,,11.0,1.0,9.0,0.0,,36.0,99.0,,0.0,7.0,33.0,54.0,3.0,532.0,,,0.0,11.0,7.0,9.0,10.0,2.0,,,2.0,25.0,0.0,21.0,21.0,2.0,25.0,2.0
48772,2023,11041336,Lion City Sailors,Tanjong Pagar Utd.,1,https://www.sofascore.com/football/match/lion-city-sailors-tanjong-pagar-united/NkbsQkb#id:11041336,20/07/2023,07:45,1,48772,181.0,30.0,43.0,36.0,,,,,1.0,33.0,3.0,0.0,4.0,6.0,17.0,19.0,43.0,,6.0,2.19,,21.0,31.0,,8.0,3.0,13.0,8.0,,36.0,110.0,,0.0,28.0,32.0,50.0,2.0,232.0,,,0.0,5.0,6.0,4.0,6.0,6.0,,,4.0,17.0,8.0,11.0,11.0,6.0,7.0,2.0,368.0,12.0,43.0,64.0,,,,,9.0,14.0,17.0,12.0,38.0,8.0,21.0,24.0,34.0,,0.0,3.93,,45.0,66.0,,12.0,2.0,7.0,2.0,,41.0,110.0,,0.0,13.0,18.0,29.0,1.0,442.0,,,0.0,12.0,7.0,11.0,15.0,3.0,,,5.0,21.0,2.0,27.0,27.0,3.0,33.0,2.0
48772,2023,11041337,Tampines Rovers,Lion City Sailors,1,https://www.sofascore.com/football/match/tampines-rovers-lion-city-sailors/QkbsTkb#id:11041337,04/08/2023,07:45,1,48772,243.0,4.0,21.0,44.0,,,,,2.0,14.0,4.0,4.0,13.0,97.0,15.0,21.0,40.0,,,2.94,,,,,14.0,0.0,11.0,5.0,,56.0,126.0,,2.0,41.0,23.0,44.0,0.0,310.0,,,0.0,11.0,6.0,7.0,6.0,3.0,,,6.0,19.0,5.0,17.0,17.0,3.0,,2.0,489.0,17.0,21.0,56.0,,,,,4.0,12.0,9.0,4.0,11.0,91.0,14.0,23.0,42.0,,,2.73,,,,,2.0,4.0,9.0,2.0,,46.0,126.0,,0.0,42.0,22.0,35.0,0.0,542.0,,,0.0,12.0,7.0,7.0,6.0,3.0,,,3.0,11.0,2.0,18.0,18.0,3.0,,0.0
48772,2023,11041338,Tampines Rovers,Geylang Int.,1,https://www.sofascore.com/football/match/geylang-international-tampines-rovers/TkbsUkb#id:11041338,22/07/2023,06:00,1,48772,156.0,15.0,37.0,35.0,,,,,2.0,29.0,5.0,1.0,9.0,7.0,16.0,20.0,33.0,,4.0,1.91,,25.0,41.0,,21.0,2.0,10.0,4.0,,40.0,129.0,1.0,0.0,11.0,14.0,35.0,1.0,222.0,,,0.0,6.0,2.0,5.0,3.0,8.0,,,2.0,14.0,4.0,9.0,9.0,8.0,14.0,5.0,416.0,13.0,30.0,65.0,,,,,3.0,13.0,7.0,5.0,12.0,8.0,22.0,33.0,39.0,,3.0,2.57,,43.0,61.0,,10.0,4.0,5.0,3.0,,54.0,141.0,1.0,0.0,15.0,26.0,42.0,1.0,486.0,,,1.0,12.0,8.0,6.0,5.0,2.0,,,2.0,29.0,3.0,17.0,17.0,2.0,23.0,2.0
48772,2023,11041339,DPMM,Geylang Int.,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-geylang-international/UkbsKGn#id:11041339,28/07/2023,07:45,1,48772,351.0,16.0,33.0,58.0,,,,,0.0,14.0,9.0,6.0,15.0,10.0,17.0,26.0,39.0,,7.0,1.84,,45.0,62.0,,8.0,1.0,11.0,3.0,,41.0,110.0,0.0,3.0,13.0,40.0,59.0,2.0,432.0,1.0,,1.0,7.0,1.0,7.0,4.0,4.0,,,1.0,23.0,3.0,11.0,11.0,4.0,17.0,2.0,235.0,15.0,33.0,42.0,,,,,4.0,19.0,4.0,7.0,13.0,8.0,17.0,23.0,33.0,,1.0,2.38,,26.0,47.0,,9.0,4.0,8.0,6.0,,34.0,115.0,1.0,0.0,17.0,23.0,51.0,3.0,298.0,0.0,,0.0,7.0,6.0,4.0,7.0,5.0,,,2.0,27.0,6.0,14.0,14.0,5.0,14.0,1.0
48772,2023,11041340,Tanjong Pagar Utd.,Geylang Int.,1,https://www.sofascore.com/football/match/geylang-international-tanjong-pagar-united/NkbsUkb#id:11041340,15/07/2023,06:00,1,48772,306.0,8.0,30.0,49.0,,,,,2.0,22.0,4.0,5.0,22.0,5.0,14.0,16.0,27.0,,2.0,0.84,,35.0,56.0,,13.0,3.0,9.0,6.0,,34.0,124.0,,0.0,14.0,24.0,50.0,2.0,388.0,,,0.0,3.0,5.0,4.0,8.0,4.0,,,2.0,28.0,6.0,11.0,11.0,4.0,11.0,4.0,293.0,18.0,30.0,51.0,,,,,1.0,18.0,4.0,4.0,16.0,4.0,20.0,23.0,44.0,,1.0,1.91,,35.0,51.0,,11.0,4.0,8.0,2.0,,39.0,98.0,,0.0,9.0,26.0,43.0,3.0,382.0,,,0.0,11.0,9.0,8.0,7.0,2.0,,,0.0,19.0,2.0,18.0,18.0,2.0,24.0,1.0
48772,2023,11041341,DPMM,Albirex Niigata,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-albirex-niigata-singapore/GGnsKGn#id:11041341,11/06/2023,06:00,1,48772,332.0,14.0,30.0,53.0,,,,,2.0,18.0,4.0,7.0,18.0,96.0,25.0,27.0,45.0,,,3.08,,,,,11.0,5.0,10.0,0.0,,54.0,114.0,,3.0,34.0,24.0,39.0,2.0,397.0,,,0.0,13.0,10.0,7.0,9.0,2.0,,,5.0,17.0,0.0,22.0,22.0,2.0,,1.0,282.0,16.0,31.0,47.0,,,,,2.0,19.0,5.0,2.0,14.0,96.0,7.0,13.0,31.0,,,0.66,,,,,13.0,4.0,15.0,6.0,,28.0,112.0,,0.0,42.0,27.0,44.0,1.0,333.0,,,1.0,3.0,7.0,0.0,6.0,2.0,,,2.0,17.0,6.0,9.0,9.0,2.0,,1.0
48772,2023,11041342,Balestier Khalsa,Albirex Niigata,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-balestier-khalsa/OkbsGGn#id:11041342,20/08/2023,06:00,1,48772,350.0,11.0,15.0,48.0,,,,,4.0,12.0,5.0,5.0,18.0,0.0,25.0,35.0,34.0,,5.0,2.74,,47.0,65.0,,12.0,2.0,7.0,5.0,,42.0,138.0,,1.0,12.0,23.0,36.0,0.0,414.0,,,0.0,14.0,7.0,11.0,9.0,3.0,,,10.0,11.0,5.0,23.0,23.0,3.0,34.0,1.0,415.0,3.0,17.0,52.0,,,,,3.0,18.0,8.0,6.0,11.0,8.0,21.0,36.0,30.0,,5.0,1.48,,39.0,54.0,,6.0,3.0,9.0,6.0,,49.0,155.0,,0.0,19.0,29.0,42.0,3.0,472.0,,,0.0,9.0,4.0,6.0,4.0,2.0,,,2.0,19.0,6.0,13.0,13.0,2.0,16.0,1.0
48772,2023,11041343,Balestier Khalsa,Geylang Int.,1,https://www.sofascore.com/football/match/geylang-international-balestier-khalsa/OkbsUkb#id:11041343,23/06/2023,07:45,1,48772,344.0,23.0,36.0,53.0,,,,,3.0,16.0,2.0,6.0,15.0,5.0,20.0,33.0,40.0,,6.0,1.86,,47.0,62.0,,12.0,3.0,8.0,3.0,,44.0,128.0,4.0,0.0,18.0,19.0,37.0,4.0,415.0,,,1.0,11.0,7.0,5.0,4.0,6.0,,,1.0,17.0,3.0,15.0,15.0,6.0,27.0,1.0,274.0,12.0,32.0,47.0,,,,,0.0,13.0,4.0,6.0,15.0,7.0,19.0,27.0,32.0,,3.0,2.93,,36.0,53.0,,16.0,2.0,15.0,3.0,,42.0,133.0,0.0,2.0,16.0,27.0,50.0,6.0,343.0,,,0.0,10.0,5.0,5.0,2.0,7.0,,,3.0,17.0,3.0,12.0,12.0,7.0,23.0,3.0
48772,2023,11041344,Geylang Int.,Albirex Niigata,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-geylang-international/UkbsGGn#id:11041344,03/08/2023,07:45,1,48772,418.0,11.0,19.0,58.0,,,,,3.0,8.0,5.0,6.0,13.0,5.0,20.0,26.0,48.0,,3.0,3.54,,47.0,62.0,,11.0,1.0,7.0,1.0,,56.0,119.0,0.0,2.0,20.0,24.0,36.0,8.0,491.0,,,0.0,12.0,4.0,8.0,5.0,0.0,,,1.0,17.0,1.0,17.0,17.0,0.0,26.0,1.0,326.0,11.0,24.0,42.0,,,,,3.0,8.0,4.0,2.0,7.0,11.0,13.0,25.0,31.0,,6.0,0.9,,28.0,44.0,,6.0,2.0,5.0,2.0,,34.0,120.0,1.0,0.0,23.0,24.0,47.0,4.0,393.0,,,0.0,4.0,6.0,2.0,7.0,5.0,,,0.0,15.0,2.0,11.0,11.0,5.0,8.0,0.0
48772,2023,11041345,Geylang Int.,Hougang Utd,1,https://www.sofascore.com/football/match/hougang-united-geylang-international/UkbsIGn#id:11041345,12/07/2023,07:45,1,48772,390.0,5.0,17.0,55.0,,,,,9.0,16.0,7.0,5.0,17.0,12.0,26.0,33.0,41.0,,1.0,1.49,,47.0,77.0,,8.0,2.0,7.0,3.0,,56.0,130.0,0.0,1.0,17.0,28.0,55.0,3.0,469.0,,,0.0,12.0,7.0,6.0,11.0,4.0,,,1.0,28.0,3.0,23.0,23.0,4.0,19.0,4.0,317.0,14.0,19.0,45.0,,,,,3.0,20.0,6.0,2.0,6.0,11.0,16.0,25.0,35.0,,5.0,0.63,,35.0,57.0,,9.0,3.0,7.0,4.0,,38.0,129.0,2.0,0.0,28.0,19.0,38.0,1.0,393.0,,,1.0,7.0,7.0,3.0,6.0,4.0,,,0.0,20.0,4.0,13.0,13.0,4.0,13.0,2.0
48772,2023,11041346,DPMM,Albirex Niigata,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-albirex-niigata-singapore/GGnsKGn#id:11041346,08/07/2023,06:00,1,48772,423.0,19.0,39.0,65.0,,,,,8.0,15.0,9.0,6.0,21.0,95.0,24.0,33.0,43.0,,,2.72,,,,,14.0,3.0,8.0,4.0,,47.0,117.0,,0.0,31.0,20.0,38.0,3.0,506.0,,,0.0,15.0,5.0,6.0,4.0,4.0,,,3.0,19.0,4.0,19.0,19.0,4.0,,1.0,188.0,16.0,41.0,35.0,,,,,3.0,26.0,2.0,3.0,9.0,90.0,16.0,23.0,33.0,,,0.84,,,,,9.0,1.0,9.0,5.0,,39.0,123.0,,0.0,54.0,27.0,49.0,3.0,247.0,,,0.0,6.0,4.0,5.0,6.0,3.0,,,4.0,17.0,5.0,12.0,12.0,3.0,,3.0
48772,2023,11041347,Lion City Sailors,Young Lions,1,https://www.sofascore.com/football/match/young-lions-lion-city-sailors/QkbsHGn#id:11041347,10/06/2023,06:00,1,48772,215.0,4.0,20.0,38.0,,,,,3.0,27.0,3.0,2.0,6.0,6.0,14.0,18.0,39.0,,4.0,1.13,,21.0,39.0,,4.0,4.0,9.0,2.0,,53.0,124.0,0.0,0.0,10.0,12.0,26.0,0.0,264.0,,,0.0,7.0,4.0,6.0,6.0,8.0,,,1.0,20.0,2.0,13.0,13.0,8.0,14.0,1.0,514.0,11.0,17.0,62.0,,,,,4.0,13.0,7.0,7.0,23.0,9.0,24.0,33.0,34.0,,4.0,3.01,,51.0,64.0,,15.0,0.0,7.0,5.0,,36.0,120.0,1.0,1.0,16.0,31.0,51.0,1.0,571.0,,,0.0,11.0,5.0,5.0,4.0,3.0,,,0.0,16.0,5.0,15.0,15.0,3.0,24.0,3.0
48772,2023,11041349,Hougang Utd,Tanjong Pagar Utd.,1,https://www.sofascore.com/football/match/hougang-united-tanjong-pagar-united/NkbsIGn#id:11041349,19/08/2023,06:00,1,48772,214.0,20.0,51.0,48.0,,,,,5.0,25.0,4.0,6.0,19.0,5.0,16.0,23.0,36.0,,2.0,1.12,,25.0,43.0,,8.0,6.0,16.0,4.0,,37.0,104.0,,0.0,15.0,29.0,45.0,1.0,277.0,,,0.0,7.0,3.0,5.0,6.0,6.0,,,1.0,21.0,4.0,13.0,13.0,6.0,19.0,0.0,313.0,24.0,47.0,52.0,,,,,2.0,34.0,8.0,7.0,20.0,7.0,17.0,25.0,36.0,,2.0,2.73,,37.0,52.0,,12.0,0.0,7.0,2.0,,31.0,102.0,,0.0,16.0,35.0,54.0,2.0,381.0,,,0.0,15.0,12.0,7.0,6.0,3.0,,,4.0,12.0,2.0,21.0,21.0,3.0,22.0,2.0
48772,2023,11041350,Albirex Niigata,Tampines Rovers,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-tampines-rovers/TkbsGGn#id:11041350,28/07/2023,07:45,1,48772,481.0,12.0,31.0,62.0,,,,,3.0,17.0,6.0,4.0,10.0,112.0,22.0,28.0,35.0,,,1.56,,,,,13.0,2.0,4.0,3.0,,41.0,127.0,,1.0,30.0,23.0,32.0,0.0,546.0,,,0.0,6.0,3.0,5.0,6.0,0.0,,,7.0,23.0,3.0,12.0,12.0,0.0,,2.0,163.0,23.0,35.0,38.0,,,,,2.0,20.0,10.0,5.0,10.0,100.0,12.0,18.0,39.0,,,2.42,,,,,9.0,2.0,9.0,3.0,,43.0,134.0,,0.0,33.0,15.0,31.0,0.0,224.0,,,0.0,8.0,1.0,9.0,4.0,0.0,,,1.0,18.0,3.0,12.0,12.0,0.0,,1.0
48772,2023,11041351,Young Lions,Tampines Rovers,1,https://www.sofascore.com/football/match/young-lions-tampines-rovers/TkbsHGn#id:11041351,15/07/2023,06:00,1,48772,514.0,9.0,24.0,61.0,,,,,3.0,16.0,6.0,4.0,11.0,1.0,12.0,24.0,34.0,,0.0,2.39,,43.0,59.0,,14.0,1.0,10.0,4.0,,47.0,139.0,,2.0,15.0,21.0,41.0,2.0,583.0,,,1.0,12.0,7.0,7.0,7.0,4.0,,,2.0,22.0,4.0,19.0,19.0,4.0,23.0,1.0,256.0,13.0,25.0,39.0,,,,,0.0,24.0,4.0,2.0,5.0,11.0,14.0,23.0,38.0,,2.0,1.69,,29.0,44.0,,10.0,5.0,8.0,4.0,,49.0,137.0,,0.0,12.0,22.0,45.0,1.0,316.0,,,0.0,10.0,6.0,6.0,2.0,6.0,,,7.0,20.0,4.0,12.0,12.0,6.0,20.0,2.0
48772,2023,11041352,Hougang Utd,Tampines Rovers,1,https://www.sofascore.com/football/match/hougang-united-tampines-rovers/TkbsIGn#id:11041352,06/07/2023,07:45,1,48772,610.0,16.0,29.0,67.0,,,,,4.0,12.0,11.0,6.0,20.0,90.0,29.0,35.0,40.0,,,1.24,,,,,12.0,3.0,6.0,7.0,,69.0,182.0,,0.0,33.0,24.0,39.0,3.0,670.0,,,0.0,9.0,7.0,4.0,6.0,8.0,,,3.0,17.0,7.0,15.0,15.0,8.0,,1.0,197.0,10.0,29.0,33.0,,,,,3.0,15.0,7.0,3.0,13.0,78.0,25.0,33.0,35.0,,,2.41,,,,,15.0,1.0,0.0,3.0,,65.0,182.0,,0.0,48.0,31.0,51.0,1.0,253.0,,,0.0,8.0,3.0,7.0,5.0,1.0,,,3.0,13.0,3.0,13.0,13.0,1.0,,2.0
48772,2023,11041353,Balestier Khalsa,Young Lions,1,https://www.sofascore.com/football/match/young-lions-balestier-khalsa/OkbsHGn#id:11041353,12/07/2023,07:45,1,48772,210.0,17.0,32.0,44.0,,,,,1.0,15.0,3.0,5.0,10.0,4.0,10.0,17.0,29.0,,5.0,2.01,,18.0,37.0,,15.0,4.0,12.0,4.0,,26.0,112.0,3.0,2.0,16.0,21.0,50.0,0.0,281.0,,,0.0,6.0,3.0,3.0,3.0,3.0,,,1.0,14.0,4.0,9.0,9.0,3.0,14.0,2.0,313.0,14.0,32.0,56.0,,,,,5.0,20.0,4.0,4.0,17.0,2.0,31.0,46.0,46.0,,1.0,2.9,,40.0,58.0,,10.0,4.0,7.0,1.0,,59.0,125.0,0.0,0.0,17.0,24.0,37.0,1.0,382.0,,,0.0,10.0,6.0,8.0,9.0,1.0,,,4.0,22.0,1.0,19.0,19.0,1.0,25.0,1.0
48772,2023,11041354,Tanjong Pagar Utd.,Young Lions,1,https://www.sofascore.com/football/match/young-lions-tanjong-pagar-united/NkbsHGn#id:11041354,05/08/2023,06:00,1,48772,203.0,21.0,61.0,51.0,,,,,2.0,18.0,6.0,4.0,13.0,8.0,11.0,19.0,28.0,,2.0,1.68,,33.0,50.0,,11.0,6.0,9.0,4.0,,30.0,119.0,0.0,1.0,13.0,24.0,51.0,0.0,284.0,1.0,,0.0,6.0,5.0,4.0,6.0,0.0,,,1.0,24.0,4.0,12.0,12.0,0.0,12.0,0.0,233.0,35.0,56.0,49.0,,,,,4.0,22.0,6.0,0.0,8.0,7.0,14.0,23.0,48.0,,1.0,2.95,,26.0,45.0,,11.0,3.0,8.0,2.0,,46.0,110.0,1.0,0.0,24.0,16.0,37.0,2.0,314.0,0.0,,0.0,7.0,4.0,7.0,8.0,5.0,,,0.0,16.0,2.0,15.0,15.0,5.0,10.0,0.0
48772,2023,11041355,DPMM,Hougang Utd,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-hougang-united/IGnsKGn#id:11041355,07/06/2023,07:45,1,48772,408.0,14.0,28.0,58.0,,,,,5.0,15.0,2.0,3.0,13.0,5.0,14.0,18.0,42.0,,3.0,2.65,,38.0,54.0,,12.0,4.0,7.0,3.0,,43.0,105.0,,1.0,14.0,24.0,38.0,2.0,475.0,,,0.0,9.0,4.0,6.0,7.0,6.0,,,3.0,7.0,3.0,16.0,16.0,6.0,20.0,1.0,218.0,11.0,27.0,42.0,,,,,2.0,9.0,5.0,2.0,8.0,8.0,7.0,11.0,26.0,,3.0,1.24,,21.0,38.0,,14.0,5.0,13.0,4.0,,26.0,113.0,,0.0,17.0,20.0,39.0,1.0,286.0,,,0.0,4.0,3.0,5.0,6.0,8.0,,,0.0,18.0,4.0,10.0,10.0,8.0,6.0,3.0
48772,2023,11041356,Young Lions,Lion City Sailors,1,https://www.sofascore.com/football/match/young-lions-lion-city-sailors/QkbsHGn#id:11041356,07/07/2023,07:45,1,48772,438.0,13.0,35.0,67.0,,,,,7.0,4.0,9.0,9.0,33.0,7.0,26.0,27.0,45.0,,1.0,3.52,,70.0,86.0,,9.0,2.0,4.0,4.0,,52.0,107.0,1.0,1.0,21.0,21.0,32.0,0.0,539.0,,,0.0,15.0,7.0,7.0,7.0,1.0,,,2.0,23.0,4.0,22.0,22.0,1.0,45.0,2.0,185.0,18.0,31.0,33.0,,,,,1.0,21.0,4.0,1.0,4.0,11.0,6.0,10.0,29.0,,2.0,0.99,,18.0,37.0,,5.0,4.0,19.0,3.0,,23.0,106.0,0.0,0.0,22.0,18.0,47.0,3.0,258.0,,,0.0,5.0,3.0,4.0,3.0,0.0,,,1.0,11.0,3.0,8.0,8.0,0.0,12.0,3.0
48772,2023,11041357,DPMM,Balestier Khalsa,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-balestier-khalsa/OkbsKGn#id:11041357,16/07/2023,06:00,1,48772,290.0,19.0,41.0,59.0,,,,,3.0,5.0,6.0,4.0,14.0,5.0,21.0,25.0,43.0,,2.0,4.08,,28.0,51.0,,9.0,3.0,10.0,1.0,,44.0,103.0,0.0,0.0,16.0,17.0,36.0,4.0,382.0,0.0,,0.0,13.0,7.0,8.0,5.0,4.0,,,4.0,24.0,1.0,18.0,18.0,4.0,35.0,1.0,205.0,29.0,52.0,41.0,,,,,4.0,15.0,5.0,4.0,13.0,8.0,15.0,26.0,36.0,,6.0,1.32,,26.0,36.0,,18.0,3.0,13.0,5.0,,36.0,125.0,4.0,0.0,20.0,24.0,37.0,0.0,280.0,1.0,,1.0,8.0,6.0,3.0,5.0,4.0,,,5.0,18.0,5.0,13.0,13.0,4.0,15.0,4.0
48772,2023,11041358,Tanjong Pagar Utd.,Balestier Khalsa,1,https://www.sofascore.com/football/match/balestier-khalsa-tanjong-pagar-united/NkbsOkb#id:11041358,06/07/2023,07:45,1,48772,175.0,28.0,57.0,45.0,,,,,3.0,25.0,4.0,5.0,16.0,5.0,10.0,13.0,36.0,,5.0,2.11,,24.0,38.0,,14.0,2.0,21.0,2.0,,28.0,97.0,2.0,0.0,10.0,13.0,26.0,1.0,241.0,,,1.0,9.0,6.0,5.0,5.0,0.0,,,2.0,16.0,2.0,14.0,14.0,0.0,16.0,3.0,210.0,22.0,48.0,55.0,,,,,2.0,26.0,3.0,5.0,12.0,8.0,16.0,19.0,40.0,,1.0,2.62,,47.0,60.0,,12.0,4.0,11.0,3.0,,30.0,80.0,1.0,0.0,17.0,24.0,38.0,2.0,272.0,,,0.0,12.0,13.0,4.0,7.0,1.0,,,2.0,18.0,3.0,19.0,19.0,1.0,26.0,3.0
48772,2023,11041359,Balestier Khalsa,Lion City Sailors,1,https://www.sofascore.com/football/match/lion-city-sailors-balestier-khalsa/OkbsQkb#id:11041359,01/06/2023,07:45,1,48772,318.0,16.0,33.0,52.0,,,,,2.0,26.0,4.0,3.0,16.0,87.0,24.0,37.0,37.0,,,1.36,,,,,15.0,0.0,8.0,3.0,,68.0,193.0,,0.0,41.0,26.0,40.0,3.0,375.0,,,0.0,8.0,0.0,8.0,2.0,9.0,,,0.0,16.0,3.0,10.0,10.0,9.0,,5.0,356.0,13.0,33.0,48.0,,,,,3.0,14.0,8.0,4.0,12.0,93.0,32.0,50.0,40.0,,,2.04,,,,,6.0,3.0,3.0,3.0,,79.0,193.0,,0.0,27.0,19.0,30.0,2.0,421.0,,,0.0,12.0,5.0,7.0,3.0,6.0,,,0.0,18.0,3.0,15.0,15.0,6.0,,1.0
