season_id,season_label,event_id,home_team,away_team,match_url,match_date,home_expected_goals,away_expected_goals,is_future_fixture
48772,2023,11041383,Geylang Int.,Albirex Niigata,https://www.sofascore.com/football/match/albirex-niigata-singapore-geylang-international/UkbsGGn#id:11041383,2023-04-01,0.56,1.92,0
48772,2023,11041384,Young Lions,Tanjong Pagar Utd.,https://www.sofascore.com/football/match/young-lions-tanjong-pagar-united/NkbsHGn#id:11041384,2023-06-06,1.09,2.89,0
48772,2023,11041385,Albirex Niigata,Tampines Rovers,https://www.sofascore.com/football/match/albirex-niigata-singapore-tampines-rovers/TkbsGGn#id:11041385,2023-03-19,0.59,0.94,0
48772,2023,11041386,Balestier Khalsa,Tanjong Pagar Utd.,https://www.sofascore.com/football/match/balestier-khalsa-tanjong-pagar-united/NkbsOkb#id:11041386,2023-06-11,3.92,3.79,0
48772,2023,11041387,Albirex Niigata,Geylang Int.,https://www.sofascore.com/football/match/albirex-niigata-singapore-geylang-international/UkbsGGn#id:11041387,2023-06-06,2.12,0.67,0
48772,2023,11041388,Tanjong Pagar Utd.,Young Lions,https://www.sofascore.com/football/match/young-lions-tanjong-pagar-united/NkbsHGn#id:11041388,2023-04-01,1.95,0.47,0
48772,2023,11041389,Lion City Sailors,Albirex Niigata,https://www.sofascore.com/football/match/albirex-niigata-singapore-lion-city-sailors/QkbsGGn#id:11041389,2023-05-21,2.9,2.64,0
48772,2023,11041390,Lion City Sailors,Balestier Khalsa,https://www.sofascore.com/football/match/lion-city-sailors-balestier-khalsa/OkbsQkb#id:11041390,2023-03-18,3.25,1.55,0
48772,2023,11041391,Tanjong Pagar Utd.,Hougang Utd,https://www.sofascore.com/football/match/hougang-united-tanjong-pagar-united/NkbsIGn#id:11041391,2023-05-28,0.77,2.55,0
48772,2023,11041392,DPMM,Tanjong Pagar Utd.,https://www.sofascore.com/football/match/brunei-dpmm-fc-tanjong-pagar-united/NkbsKGn#id:11041392,2023-05-07,3.27,0.76,0
48772,2023,11041393,Lion City Sailors,Geylang Int.,https://www.sofascore.com/football/match/geylang-international-lion-city-sailors/QkbsUkb#id:11041393,2023-03-15,2.22,0.79,0
48772,2023,11041394,Hougang Utd,Albirex Niigata,https://www.sofascore.com/football/match/hougang-united-albirex-niigata-singapore/GGnsIGn#id:11041394,2023-05-06,0.51,2.1,0
48772,2023,11041395,Albirex Niigata,DPMM,https://www.sofascore.com/football/match/brunei-dpmm-fc-albirex-niigata-singapore/GGnsKGn#id:11041395,2023-04-15,3.34,0.84,0
48772,2023,11041396,Young Lions,Balestier Khalsa,https://www.sofascore.com/football/match/young-lions-balestier-khalsa/OkbsHGn#id:11041396,2023-04-08,0.56,0.84,0
48772,2023,11041398,Tampines Rovers,Young Lions,https://www.sofascore.com/football/match/young-lions-tampines-rovers/TkbsHGn#id:11041398,2023-05-20,2.76,0.6,0
48772,2023,11041399,DPMM,Balestier Khalsa,https://www.sofascore.com/football/match/brunei-dpmm-fc-balestier-khalsa/OkbsKGn#id:11041399,2023-03-10,1.65,1.79,0
48772,2023,11041400,Geylang Int.,Lion City Sailors,https://www.sofascore.com/football/match/geylang-international-lion-city-sailors/QkbsUkb#id:11041400,2023-05-07,1.16,3.67,0
48772,2023,11041401,Tanjong Pagar Utd.,Albirex Niigata,https://www.sofascore.com/football/match/albirex-niigata-singapore-tanjong-pagar-united/NkbsGGn#id:11041401,2023-04-10,0.39,1.84,0
48772,2023,11041402,Tampines Rovers,Balestier Khalsa,https://www.sofascore.com/football/match/tampines-rovers-balestier-khalsa/OkbsTkb#id:11041402,2023-05-05,2.81,2.76,0
48772,2023,11041403,Albirex Niigata,Lion City Sailors,https://www.sofascore.com/football/match/albirex-niigata-singapore-lion-city-sailors/QkbsGGn#id:11041403,2023-03-09,1.82,0.9,0
48772,2023,11041404,Tanjong Pagar Utd.,Balestier Khalsa,https://www.sofascore.com/football/match/balestier-khalsa-tanjong-pagar-united/NkbsOkb#id:11041404,2023-04-16,1.58,1.9,0
48772,2023,11041405,Lion City Sailors,DPMM,https://www.sofascore.com/football/match/brunei-dpmm-fc-lion-city-sailors/QkbsKGn#id:11041405,2023-03-03,1.75,1.7,0
48772,2023,11041406,Young Lions,Tampines Rovers,https://www.sofascore.com/football/match/young-lions-tampines-rovers/TkbsHGn#id:11041406,2023-03-09,0.1,3.8,0
48772,2023,11041407,Balestier Khalsa,Hougang Utd,https://www.sofascore.com/football/match/hougang-united-balestier-khalsa/OkbsIGn#id:11041407,2023-02-26,0.94,1.7,0
48772,2023,11041408,Young Lions,Hougang Utd,https://www.sofascore.com/football/match/hougang-united-young-lions/HGnsIGn#id:11041408,2023-03-18,1.29,0.7,0
48772,2023,11041409,DPMM,Geylang Int.,https://www.sofascore.com/football/match/brunei-dpmm-fc-geylang-international/UkbsKGn#id:11041409,2023-03-19,1.77,2.3,0
48772,2023,11041410,Albirex Niigata,Young Lions,https://www.sofascore.com/football/match/young-lions-albirex-niigata-singapore/GGnsHGn#id:11041410,2023-02-25,2.35,0.26,0
48772,2023,11041411,Lion City Sailors,Tanjong Pagar Utd.,https://www.sofascore.com/football/match/lion-city-sailors-tanjong-pagar-united/NkbsQkb#id:11041411,2023-02-24,1.95,1.66,0
48772,2023,11041412,Tampines Rovers,Geylang Int.,https://www.sofascore.com/football/match/geylang-international-tampines-rovers/TkbsUkb#id:11041412,2023-02-25,0.57,1.0,0
48772,2023,11041416,Tanjong Pagar Utd.,Geylang Int.,https://www.sofascore.com/football/match/geylang-international-tanjong-pagar-united/NkbsUkb#id:11041416,2023-03-10,2.22,0.88,0
48772,2023,11041417,Balestier Khalsa,Young Lions,https://www.sofascore.com/football/match/young-lions-balestier-khalsa/OkbsHGn#id:11041417,2023-03-04,2.69,1.31,0
48772,2023,11041420,Albirex Niigata,Hougang Utd,https://www.sofascore.com/football/match/hougang-united-albirex-niigata-singapore/GGnsIGn#id:11041420,2023-03-15,2.07,0.26,0
48772,2023,11041426,DPMM,Tanjong Pagar Utd.,https://www.sofascore.com/football/match/brunei-dpmm-fc-tanjong-pagar-united/NkbsKGn#id:11041426,2023-03-14,2.14,1.57,0
48772,2023,11041428,Balestier Khalsa,Tampines Rovers,https://www.sofascore.com/football/match/tampines-rovers-balestier-khalsa/OkbsTkb#id:11041428,2023-03-14,1.23,2.59,0
48772,2023,11041431,Geylang Int.,Hougang Utd,https://www.sofascore.com/football/match/hougang-united-geylang-international/UkbsIGn#id:11041431,2023-03-05,1.54,2.49,0
48772,2023,11041432,Tanjong Pagar Utd.,Tampines Rovers,https://www.sofascore.com/football/match/tampines-rovers-tanjong-pagar-united/NkbsTkb#id:11041432,2023-03-03,0.21,1.27,0
48772,2023,11041433,Geylang Int.,Young Lions,https://www.sofascore.com/football/match/young-lions-geylang-international/UkbsHGn#id:11041433,2023-02-28,3.21,0.72,0
48772,2023,11557825,Lion City Sailors,Geylang Int.,https://www.sofascore.com/football/match/geylang-international-lion-city-sailors/QkbsUkb#id:11557825,2023-09-16,2.38,1.3,0
48772,2023,11557830,Tanjong Pagar Utd.,DPMM,https://www.sofascore.com/football/match/brunei-dpmm-fc-tanjong-pagar-united/NkbsKGn#id:11557830,2023-09-15,1.34,2.06,0
48772,2023,11561284,Balestier Khalsa,Tampines Rovers,https://www.sofascore.com/football/match/tampines-rovers-balestier-khalsa/OkbsTkb#id:11561284,2023-09-15,1.95,3.91,0
48772,2023,11561285,Albirex Niigata,Hougang Utd,https://www.sofascore.com/football/match/hougang-united-albirex-niigata-singapore/GGnsIGn#id:11561285,2023-09-16,3.47,0.45,0
59708,2024,12246910,Tampines Rovers,Lion City Sailors,https://www.sofascore.com/football/match/tampines-rovers-lion-city-sailors/QkbsTkb#id:12246910,2025-05-24,2.23,0.97,0
59708,2024,12246916,Balestier Khalsa,Albirex Niigata,https://www.sofascore.com/football/match/albirex-niigata-singapore-balestier-khalsa/OkbsGGn#id:12246916,2025-05-25,1.83,0.64,0
59708,2024,12246917,Tanjong Pagar Utd.,Geylang Int.,https://www.sofascore.com/football/match/geylang-international-tanjong-pagar-united/NkbsUkb#id:12246917,2025-05-25,2.62,1.89,0
59708,2024,12246922,Balestier Khalsa,Hougang Utd,https://www.sofascore.com/football/match/hougang-united-balestier-khalsa/OkbsIGn#id:12246922,2025-04-24,2.51,1.05,0
59708,2024,12246924,Hougang Utd,DPMM,https://www.sofascore.com/football/match/brunei-dpmm-fc-hougang-united/IGnsKGn#id:12246924,2025-05-24,3.01,2.04,0
59708,2024,12246925,Albirex Niigata,Lion City Sailors,https://www.sofascore.com/football/match/albirex-niigata-singapore-lion-city-sailors/QkbsGGn#id:12246925,2025-04-25,0.22,2.7,0
59708,2024,12246929,Tampines Rovers,Balestier Khalsa,https://www.sofascore.com/football/match/tampines-rovers-balestier-khalsa/OkbsTkb#id:12246929,2025-04-20,,,0
59708,2024,12246932,DPMM,Albirex Niigata,https://www.sofascore.com/football/match/brunei-dpmm-fc-albirex-niigata-singapore/GGnsKGn#id:12246932,2025-04-19,1.14,1.97,0
59708,2024,12246933,Tanjong Pagar Utd.,Hougang Utd,https://www.sofascore.com/football/match/hougang-united-tanjong-pagar-united/NkbsIGn#id:12246933,2025-04-20,,,0
59708,2024,12246934,Young Lions,Geylang Int.,https://www.sofascore.com/football/match/young-lions-geylang-international/UkbsHGn#id:12246934,2025-04-19,,,0
59708,2024,12246935,Albirex Niigata,Young Lions,https://www.sofascore.com/football/match/young-lions-albirex-niigata-singapore/GGnsHGn#id:12246935,2025-04-13,2.38,0.93,0
59708,2024,12246936,Lion City Sailors,DPMM,https://www.sofascore.com/football/match/brunei-dpmm-fc-lion-city-sailors/QkbsKGn#id:12246936,2025-04-12,0.82,0.63,0
59708,2024,12246939,Tanjong Pagar Utd.,Tampines Rovers,https://www.sofascore.com/football/match/tampines-rovers-tanjong-pagar-united/NkbsTkb#id:12246939,2025-04-11,0.18,3.11,0
59708,2024,12246940,Balestier Khalsa,Tanjong Pagar Utd.,https://www.sofascore.com/football/match/balestier-khalsa-tanjong-pagar-united/NkbsOkb#id:12246940,2025-04-05,2.06,0.67,0
59708,2024,12246941,Geylang Int.,Hougang Utd,https://www.sofascore.com/football/match/hougang-united-geylang-international/UkbsIGn#id:12246941,2025-04-11,2.46,2.12,0
59708,2024,12246942,Hougang Utd,Albirex Niigata,https://www.sofascore.com/football/match/hougang-united-albirex-niigata-singapore/GGnsIGn#id:12246942,2025-04-05,0.59,0.89,0
