season_id,event_id,home_team,away_team,match_date,match_time,ok,match_url
59708,12246935,Albirex Niigata,Young Lions,13/04/2025,06:00,1,https://www.sofascore.com/football/match/young-lions-albirex-niigata-singapore/GGnsHGn#id:12246935
59708,12246936,Lion City Sailors,DPMM,12/04/2025,06:00,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-lion-city-sailors/QkbsKGn#id:12246936
59708,12246939,Tanjong Pagar Utd.,Tampines Rovers,11/04/2025,07:45,1,https://www.sofascore.com/football/match/tampines-rovers-tanjong-pagar-united/NkbsTkb#id:12246939
59708,12246940,Balestier Khalsa,Tanjong Pagar Utd.,05/04/2025,06:00,1,https://www.sofascore.com/football/match/balestier-khalsa-tanjong-pagar-united/NkbsOkb#id:12246940
59708,12246941,Geylang Int.,Hougang Utd,11/04/2025,07:45,1,https://www.sofascore.com/football/match/hougang-united-geylang-international/UkbsIGn#id:12246941
59708,12246942,Hougang Utd,Albirex Niigata,05/04/2025,06:00,1,https://www.sofascore.com/football/match/hougang-united-albirex-niigata-singapore/GGnsIGn#id:12246942
59708,12246943,Young Lions,Lion City Sailors,06/04/2025,06:00,1,https://www.sofascore.com/football/match/young-lions-lion-city-sailors/QkbsHGn#id:12246943
59708,12246944,Young Lions,DPMM,08/03/2025,08:30,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-young-lions/HGnsKGn#id:12246944
59708,12246945,Geylang Int.,Balestier Khalsa,07/03/2025,08:30,1,https://www.sofascore.com/football/match/geylang-international-balestier-khalsa/OkbsUkb#id:12246945
59708,12246947,Geylang Int.,Tanjong Pagar Utd.,27/02/2025,07:45,1,https://www.sofascore.com/football/match/geylang-international-tanjong-pagar-united/NkbsUkb#id:12246947
59708,12246948,Tampines Rovers,Geylang Int.,04/04/2025,07:45,1,https://www.sofascore.com/football/match/geylang-international-tampines-rovers/TkbsUkb#id:12246948
59708,12246949,Hougang Utd,Lion City Sailors,09/03/2025,08:30,1,https://www.sofascore.com/football/match/hougang-united-lion-city-sailors/QkbsIGn#id:12246949
59708,12246950,Albirex Niigata,Tampines Rovers,09/03/2025,08:30,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-tampines-rovers/TkbsGGn#id:12246950
59708,12246951,Albirex Niigata,Balestier Khalsa,27/02/2025,07:45,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-balestier-khalsa/OkbsGGn#id:12246951
59708,12246953,Lion City Sailors,Tampines Rovers,26/02/2025,07:45,1,https://www.sofascore.com/football/match/tampines-rovers-lion-city-sailors/QkbsTkb#id:12246953
59708,12246954,DPMM,Hougang Utd,26/02/2025,07:45,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-hougang-united/IGnsKGn#id:12246954
59708,12246955,Tanjong Pagar Utd.,Albirex Niigata,21/02/2025,07:45,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-tanjong-pagar-united/NkbsGGn#id:12246955
59708,12246956,Hougang Utd,Young Lions,22/02/2025,06:00,1,https://www.sofascore.com/football/match/hougang-united-young-lions/HGnsIGn#id:12246956
59708,12246958,Albirex Niigata,Geylang Int.,09/02/2025,06:00,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-geylang-international/UkbsGGn#id:12246958
59708,12246959,Balestier Khalsa,Lion City Sailors,23/02/2025,06:00,1,https://www.sofascore.com/football/match/lion-city-sailors-balestier-khalsa/OkbsQkb#id:12246959
59708,12246960,Tampines Rovers,DPMM,23/02/2025,06:00,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-tampines-rovers/TkbsKGn#id:12246960
59708,12246961,Lion City Sailors,Tanjong Pagar Utd.,09/02/2025,06:00,1,https://www.sofascore.com/football/match/lion-city-sailors-tanjong-pagar-united/NkbsQkb#id:12246961
59708,12246962,Geylang Int.,Lion City Sailors,26/01/2025,06:00,1,https://www.sofascore.com/football/match/geylang-international-lion-city-sailors/QkbsUkb#id:12246962
59708,12246963,Balestier Khalsa,Young Lions,25/01/2025,06:00,1,https://www.sofascore.com/football/match/young-lions-balestier-khalsa/OkbsHGn#id:12246963
59708,12246964,DPMM,Geylang Int.,18/01/2025,08:15,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-geylang-international/UkbsKGn#id:12246964
