season_id,event_id,fetch_ok,away_accurate_passes,away_aerial_duels,away_aerial_duels_total,away_ball_possession,away_big_chances,away_big_chances_missed,away_big_chances_scored,away_big_saves,away_blocked_shots,away_clearances,away_corner_kicks,away_crosses,away_crosses_total,away_dispossessed,away_dribbles,away_dribbles_total,away_duels,away_errors_lead_to_a_goal,away_errors_lead_to_a_shot,away_expected_goals,away_final_third_entries,away_final_third_phase,away_final_third_phase_total,away_fouled_in_final_third,away_fouls,away_free_kicks,away_goal_kicks,away_goalkeeper_saves,away_goals_prevented,away_ground_duels,away_ground_duels_total,away_high_claims,away_hit_woodwork,away_interceptions,away_long_balls,away_long_balls_total,away_offsides,away_passes,away_penalty_saves,away_recoveries,away_red_cards,away_shots_inside_box,away_shots_off_target,away_shots_on_target,away_shots_outside_box,away_tackles,away_tackles_won,away_tackles_won_total,away_through_balls,away_throw_ins,away_total_saves,away_total_shots,away_total_shots__totalshotsongoal,away_total_tackles,away_touches_in_penalty_area,away_yellow_cards,home_accurate_passes,home_aerial_duels,home_aerial_duels_total,home_ball_possession,home_big_chances,home_big_chances_missed,home_big_chances_scored,home_big_saves,home_blocked_shots,home_clearances,home_corner_kicks,home_crosses,home_crosses_total,home_dispossessed,home_dribbles,home_dribbles_total,home_duels,home_errors_lead_to_a_goal,home_errors_lead_to_a_shot,home_expected_goals,home_final_third_entries,home_final_third_phase,home_final_third_phase_total,home_fouled_in_final_third,home_fouls,home_free_kicks,home_goal_kicks,home_goalkeeper_saves,home_goals_prevented,home_ground_duels,home_ground_duels_total,home_high_claims,home_hit_woodwork,home_interceptions,home_long_balls,home_long_balls_total,home_offsides,home_passes,home_penalty_saves,home_recoveries,home_red_cards,home_shots_inside_box,home_shots_off_target,home_shots_on_target,home_shots_outside_box,home_tackles,home_tackles_won,home_tackles_won_total,home_through_balls,home_throw_ins,home_total_saves,home_total_shots,home_total_shots__totalshotsongoal,home_total_tackles,home_touches_in_penalty_area,home_yellow_cards
48772,11041324,1,503,8,21,64,,,,,2,8,3,10,34,3,14,20,35,,0,4.88,,63,78,,8,1,5,2,,37,105,0,1,17,17,27,1,564,,,0,18,9,12,6,2,,,3,28,2,24,24,2,38,1,233,13,23,36,,,,,1,17,4,1,2,4,11,17,33,,7,0.36,,15,25,,6,2,16,5,,26,94,2,0,16,20,40,1,279,,,0,2,1,3,3,2,,,0,8,5,5,5,2,4,3
48772,11041325,1,239,16,33,44,,,,,3,15,8,8,17,1,27,33,41,,5,2.23,,37,44,,16,5,7,6,,46,117,1,0,15,23,38,1,301,,,0,10,3,10,6,1,,,2,16,6,16,16,1,26,1,248,13,28,56,,,,,8,14,10,5,11,5,15,23,33,,4,3.13,,24,42,,14,5,6,7,,35,115,1,0,16,28,51,3,308,,,0,9,5,6,10,7,,,5,16,7,19,19,7,20,5
48772,11041326,1,203,15,56,43,,,,,1,18,0,4,11,2,15,31,31,,3,2.19,,28,43,,12,0,14,6,,44,132,1,0,15,32,58,0,271,,,0,6,6,4,5,3,,,1,19,6,11,11,3,10,2,244,31,53,57,,,,,4,11,6,7,16,7,18,36,41,,1,1.58,,35,61,,10,5,9,2,,45,131,0,0,16,17,46,3,322,,,0,7,5,6,8,7,,,3,29,2,15,15,7,17,1
48772,11041327,1,275,26,42,49,,,,,4,11,4,9,16,9,20,30,42,,3,2.32,,30,40,,12,3,9,4,,51,139,0,0,20,31,46,3,339,1,,0,10,10,4,8,3,,,3,25,4,18,18,3,27,1,316,16,41,51,,,,,2,17,3,5,13,10,16,25,33,,5,2.52,,45,58,,10,2,14,4,,46,142,1,0,15,23,36,2,381,0,,0,8,5,6,5,1,,,7,14,4,13,13,1,18,3
48772,11041328,1,227,16,40,41,,,,,1,19,4,7,14,97,16,23,36,,,1.14,,,,,15,3,8,8,,51,145,,1,41,27,43,2,286,,,1,5,3,3,3,1,,,0,18,8,8,8,1,,3,478,20,39,59,,,,,7,13,8,6,10,105,20,30,37,,,1.71,,,,,12,1,6,2,,51,149,,0,23,26,37,2,534,,,0,10,5,9,11,3,,,6,19,2,21,21,3,,2
48772,11041329,1,274,21,41,48,,,,,1,21,5,3,11,6,13,18,42,,5,0.88,,30,40,,14,5,3,3,,57,142,0,0,19,19,28,1,323,,,0,5,4,2,2,1,,,6,12,3,7,7,1,10,3,309,19,46,52,,,,,3,16,4,4,10,14,13,19,32,,2,1.64,,21,32,,15,2,8,2,,41,136,3,0,12,22,38,0,364,,,0,6,3,9,9,2,,,0,24,2,15,15,2,12,2
48772,11041330,1,367,14,26,55,,,,,6,7,14,7,19,2,27,35,40,,7,3.27,,36,47,,6,2,15,11,,45,118,,1,12,29,51,0,449,,,0,19,6,10,4,1,,,5,19,11,23,23,1,36,1,237,8,26,45,,,,,7,30,3,5,9,4,16,21,32,,1,3.41,,23,35,,6,3,11,5,,41,125,,0,26,18,34,0,301,,,0,10,8,13,18,4,,,3,12,5,28,28,4,17,2
48772,11041331,1,326,9,13,42,,,,,0,27,3,2,7,96,14,22,31,,,0,,,,,4,0,11,5,,46,161,,0,44,33,54,2,399,,,0,0,0,0,0,3,,,0,20,5,0,0,3,,0,492,4,13,58,,,,,5,14,7,14,41,93,35,38,45,,,3.28,,,,,8,0,3,0,,76,161,,2,31,39,56,0,563,,,0,12,9,7,11,2,,,4,14,0,23,23,2,,0
48772,11041332,1,351,11,19,52,,,,,3,18,7,2,9,12,21,28,34,,1,1.64,,28,48,,19,0,7,0,,46,144,1,1,21,27,50,2,415,,,0,9,4,8,7,3,,,4,14,0,16,16,3,19,3,315,5,17,48,,,,,5,16,5,3,13,5,18,25,36,,0,2.01,,39,57,,11,6,6,5,,54,143,0,0,11,12,27,1,382,,,0,6,5,1,5,3,,,6,17,5,11,11,3,20,1
48772,11041333,1,459,6,11,53,,,,,4,14,7,14,27,3,35,39,47,,3,4.86,,53,63,,12,1,5,3,,53,114,,1,15,20,32,0,514,,,0,21,5,14,3,1,,,0,16,3,24,24,1,45,1,418,8,14,47,,,,,3,16,3,2,14,7,23,29,36,,5,0.48,,28,42,,3,0,7,7,,42,122,,0,17,30,48,2,472,,,0,5,3,4,5,3,,,2,17,7,10,10,3,14,1
48772,11041334,1,171,14,33,38,,,,,2,21,0,4,9,8,4,5,37,,2,0.52,,17,34,,11,4,12,7,,38,107,,0,13,26,49,3,247,,,0,4,3,1,2,1,,,2,27,7,6,6,1,11,3,452,17,30,62,,,,,5,20,3,6,19,14,15,18,41,,6,2.33,,45,58,,11,1,9,0,,36,99,,0,7,33,54,3,532,,,0,11,7,9,10,2,,,2,25,0,21,21,2,25,2
48772,11041336,1,181,30,43,36,,,,,1,33,3,0,4,6,17,19,43,,6,2.19,,21,31,,8,3,13,8,,36,110,,0,28,32,50,2,232,,,0,5,6,4,6,6,,,4,17,8,11,11,6,7,2,368,12,43,64,,,,,9,14,17,12,38,8,21,24,34,,0,3.93,,45,66,,12,2,7,2,,41,110,,0,13,18,29,1,442,,,0,12,7,11,15,3,,,5,21,2,27,27,3,33,2
48772,11041337,1,243,4,21,44,,,,,2,14,4,4,13,97,15,21,40,,,2.94,,,,,14,0,11,5,,56,126,,2,41,23,44,0,310,,,0,11,6,7,6,3,,,6,19,5,17,17,3,,2,489,17,21,56,,,,,4,12,9,4,11,91,14,23,42,,,2.73,,,,,2,4,9,2,,46,126,,0,42,22,35,0,542,,,0,12,7,7,6,3,,,3,11,2,18,18,3,,0
48772,11041338,1,156,15,37,35,,,,,2,29,5,1,9,7,16,20,33,,4,1.91,,25,41,,21,2,10,4,,40,129,1,0,11,14,35,1,222,,,0,6,2,5,3,8,,,2,14,4,9,9,8,14,5,416,13,30,65,,,,,3,13,7,5,12,8,22,33,39,,3,2.57,,43,61,,10,4,5,3,,54,141,1,0,15,26,42,1,486,,,1,12,8,6,5,2,,,2,29,3,17,17,2,23,2
48772,11041339,1,351,16,33,58,,,,,0,14,9,6,15,10,17,26,39,,7,1.84,,45,62,,8,1,11,3,,41,110,0,3,13,40,59,2,432,1,,1,7,1,7,4,4,,,1,23,3,11,11,4,17,2,235,15,33,42,,,,,4,19,4,7,13,8,17,23,33,,1,2.38,,26,47,,9,4,8,6,,34,115,1,0,17,23,51,3,298,0,,0,7,6,4,7,5,,,2,27,6,14,14,5,14,1
48772,11041340,1,306,8,30,49,,,,,2,22,4,5,22,5,14,16,27,,2,0.84,,35,56,,13,3,9,6,,34,124,,0,14,24,50,2,388,,,0,3,5,4,8,4,,,2,28,6,11,11,4,11,4,293,18,30,51,,,,,1,18,4,4,16,4,20,23,44,,1,1.91,,35,51,,11,4,8,2,,39,98,,0,9,26,43,3,382,,,0,11,9,8,7,2,,,0,19,2,18,18,2,24,1
48772,11041341,1,332,14,30,53,,,,,2,18,4,7,18,96,25,27,45,,,3.08,,,,,11,5,10,0,,54,114,,3,34,24,39,2,397,,,0,13,10,7,9,2,,,5,17,0,22,22,2,,1,282,16,31,47,,,,,2,19,5,2,14,96,7,13,31,,,0.66,,,,,13,4,15,6,,28,112,,0,42,27,44,1,333,,,1,3,7,0,6,2,,,2,17,6,9,9,2,,1
48772,11041342,1,350,11,15,48,,,,,4,12,5,5,18,0,25,35,34,,5,2.74,,47,65,,12,2,7,5,,42,138,,1,12,23,36,0,414,,,0,14,7,11,9,3,,,10,11,5,23,23,3,34,1,415,3,17,52,,,,,3,18,8,6,11,8,21,36,30,,5,1.48,,39,54,,6,3,9,6,,49,155,,0,19,29,42,3,472,,,0,9,4,6,4,2,,,2,19,6,13,13,2,16,1
48772,11041343,1,344,23,36,53,,,,,3,16,2,6,15,5,20,33,40,,6,1.86,,47,62,,12,3,8,3,,44,128,4,0,18,19,37,4,415,,,1,11,7,5,4,6,,,1,17,3,15,15,6,27,1,274,12,32,47,,,,,0,13,4,6,15,7,19,27,32,,3,2.93,,36,53,,16,2,15,3,,42,133,0,2,16,27,50,6,343,,,0,10,5,5,2,7,,,3,17,3,12,12,7,23,3
48772,11041344,1,418,11,19,58,,,,,3,8,5,6,13,5,20,26,48,,3,3.54,,47,62,,11,1,7,1,,56,119,0,2,20,24,36,8,491,,,0,12,4,8,5,0,,,1,17,1,17,17,0,26,1,326,11,24,42,,,,,3,8,4,2,7,11,13,25,31,,6,0.9,,28,44,,6,2,5,2,,34,120,1,0,23,24,47,4,393,,,0,4,6,2,7,5,,,0,15,2,11,11,5,8,0
48772,11041345,1,390,5,17,55,,,,,9,16,7,5,17,12,26,33,41,,1,1.49,,47,77,,8,2,7,3,,56,130,0,1,17,28,55,3,469,,,0,12,7,6,11,4,,,1,28,3,23,23,4,19,4,317,14,19,45,,,,,3,20,6,2,6,11,16,25,35,,5,0.63,,35,57,,9,3,7,4,,38,129,2,0,28,19,38,1,393,,,1,7,7,3,6,4,,,0,20,4,13,13,4,13,2
48772,11041346,1,423,19,39,65,,,,,8,15,9,6,21,95,24,33,43,,,2.72,,,,,14,3,8,4,,47,117,,0,31,20,38,3,506,,,0,15,5,6,4,4,,,3,19,4,19,19,4,,1,188,16,41,35,,,,,3,26,2,3,9,90,16,23,33,,,0.84,,,,,9,1,9,5,,39,123,,0,54,27,49,3,247,,,0,6,4,5,6,3,,,4,17,5,12,12,3,,3
48772,11041347,1,215,4,20,38,,,,,3,27,3,2,6,6,14,18,39,,4,1.13,,21,39,,4,4,9,2,,53,124,0,0,10,12,26,0,264,,,0,7,4,6,6,8,,,1,20,2,13,13,8,14,1,514,11,17,62,,,,,4,13,7,7,23,9,24,33,34,,4,3.01,,51,64,,15,0,7,5,,36,120,1,1,16,31,51,1,571,,,0,11,5,5,4,3,,,0,16,5,15,15,3,24,3
48772,11041349,1,214,20,51,48,,,,,5,25,4,6,19,5,16,23,36,,2,1.12,,25,43,,8,6,16,4,,37,104,,0,15,29,45,1,277,,,0,7,3,5,6,6,,,1,21,4,13,13,6,19,0,313,24,47,52,,,,,2,34,8,7,20,7,17,25,36,,2,2.73,,37,52,,12,0,7,2,,31,102,,0,16,35,54,2,381,,,0,15,12,7,6,3,,,4,12,2,21,21,3,22,2
48772,11041350,1,481,12,31,62,,,,,3,17,6,4,10,112,22,28,35,,,1.56,,,,,13,2,4,3,,41,127,,1,30,23,32,0,546,,,0,6,3,5,6,0,,,7,23,3,12,12,0,,2,163,23,35,38,,,,,2,20,10,5,10,100,12,18,39,,,2.42,,,,,9,2,9,3,,43,134,,0,33,15,31,0,224,,,0,8,1,9,4,0,,,1,18,3,12,12,0,,1
48772,11041351,1,514,9,24,61,,,,,3,16,6,4,11,1,12,24,34,,0,2.39,,43,59,,14,1,10,4,,47,139,,2,15,21,41,2,583,,,1,12,7,7,7,4,,,2,22,4,19,19,4,23,1,256,13,25,39,,,,,0,24,4,2,5,11,14,23,38,,2,1.69,,29,44,,10,5,8,4,,49,137,,0,12,22,45,1,316,,,0,10,6,6,2,6,,,7,20,4,12,12,6,20,2
48772,11041352,1,610,16,29,67,,,,,4,12,11,6,20,90,29,35,40,,,1.24,,,,,12,3,6,7,,69,182,,0,33,24,39,3,670,,,0,9,7,4,6,8,,,3,17,7,15,15,8,,1,197,10,29,33,,,,,3,15,7,3,13,78,25,33,35,,,2.41,,,,,15,1,0,3,,65,182,,0,48,31,51,1,253,,,0,8,3,7,5,1,,,3,13,3,13,13,1,,2
48772,11041353,1,210,17,32,44,,,,,1,15,3,5,10,4,10,17,29,,5,2.01,,18,37,,15,4,12,4,,26,112,3,2,16,21,50,0,281,,,0,6,3,3,3,3,,,1,14,4,9,9,3,14,2,313,14,32,56,,,,,5,20,4,4,17,2,31,46,46,,1,2.9,,40,58,,10,4,7,1,,59,125,0,0,17,24,37,1,382,,,0,10,6,8,9,1,,,4,22,1,19,19,1,25,1
48772,11041354,1,203,21,61,51,,,,,2,18,6,4,13,8,11,19,28,,2,1.68,,33,50,,11,6,9,4,,30,119,0,1,13,24,51,0,284,1,,0,6,5,4,6,0,,,1,24,4,12,12,0,12,0,233,35,56,49,,,,,4,22,6,0,8,7,14,23,48,,1,2.95,,26,45,,11,3,8,2,,46,110,1,0,24,16,37,2,314,0,,0,7,4,7,8,5,,,0,16,2,15,15,5,10,0
48772,11041355,1,408,14,28,58,,,,,5,15,2,3,13,5,14,18,42,,3,2.65,,38,54,,12,4,7,3,,43,105,,1,14,24,38,2,475,,,0,9,4,6,7,6,,,3,7,3,16,16,6,20,1,218,11,27,42,,,,,2,9,5,2,8,8,7,11,26,,3,1.24,,21,38,,14,5,13,4,,26,113,,0,17,20,39,1,286,,,0,4,3,5,6,8,,,0,18,4,10,10,8,6,3
48772,11041356,1,438,13,35,67,,,,,7,4,9,9,33,7,26,27,45,,1,3.52,,70,86,,9,2,4,4,,52,107,1,1,21,21,32,0,539,,,0,15,7,7,7,1,,,2,23,4,22,22,1,45,2,185,18,31,33,,,,,1,21,4,1,4,11,6,10,29,,2,0.99,,18,37,,5,4,19,3,,23,106,0,0,22,18,47,3,258,,,0,5,3,4,3,0,,,1,11,3,8,8,0,12,3
48772,11041357,1,290,19,41,59,,,,,3,5,6,4,14,5,21,25,43,,2,4.08,,28,51,,9,3,10,1,,44,103,0,0,16,17,36,4,382,0,,0,13,7,8,5,4,,,4,24,1,18,18,4,35,1,205,29,52,41,,,,,4,15,5,4,13,8,15,26,36,,6,1.32,,26,36,,18,3,13,5,,36,125,4,0,20,24,37,0,280,1,,1,8,6,3,5,4,,,5,18,5,13,13,4,15,4
48772,11041358,1,175,28,57,45,,,,,3,25,4,5,16,5,10,13,36,,5,2.11,,24,38,,14,2,21,2,,28,97,2,0,10,13,26,1,241,,,1,9,6,5,5,0,,,2,16,2,14,14,0,16,3,210,22,48,55,,,,,2,26,3,5,12,8,16,19,40,,1,2.62,,47,60,,12,4,11,3,,30,80,1,0,17,24,38,2,272,,,0,12,13,4,7,1,,,2,18,3,19,19,1,26,3
48772,11041359,1,318,16,33,52,,,,,2,26,4,3,16,87,24,37,37,,,1.36,,,,,15,0,8,3,,68,193,,0,41,26,40,3,375,,,0,8,0,8,2,9,,,0,16,3,10,10,9,,5,356,13,33,48,,,,,3,14,8,4,12,93,32,50,40,,,2.04,,,,,6,3,3,3,,79,193,,0,27,19,30,2,421,,,0,12,5,7,3,6,,,0,18,3,15,15,6,,1
48772,11041360,1,228,10,28,47,,,,,5,19,6,7,14,2,7,9,31,,1,1.65,,25,43,,17,7,10,6,,26,88,0,0,18,17,34,0,290,,,0,6,3,3,5,3,,,5,16,6,11,11,3,17,2,344,16,29,53,,,,,1,18,6,5,12,6,13,20,37,,4,1.4,,41,54,,13,6,2,3,,27,85,3,0,10,19,40,2,394,,,0,7,7,9,10,3,,,4,18,3,17,17,3,18,1
48772,11041361,1,231,17,38,43,,,,,3,26,3,1,9,3,24,31,36,,3,0.88,,18,33,,10,2,13,7,,42,122,2,0,31,26,48,2,300,,,0,5,0,6,4,2,,,2,19,7,9,9,2,11,5,327,22,41,57,,,,,8,12,11,11,41,4,41,44,48,,1,3.67,,58,78,,12,2,0,3,,53,115,0,0,14,29,47,2,411,,,0,14,6,8,8,3,,,2,19,3,22,22,3,36,1
48772,11041362,1,390,4,13,50,,,,,1,11,2,2,5,85,16,24,32,,,1.4,,,,,13,4,8,4,,36,123,,0,36,25,44,2,454,,,0,5,5,4,5,2,,,4,19,4,10,10,2,,1,383,6,12,50,,,,,2,12,2,5,13,81,23,29,38,,,2.98,,,,,14,0,9,2,,47,127,,1,37,13,26,1,445,,,0,12,4,10,5,2,,,1,16,2,17,17,2,,3
48772,11041363,1,165,14,48,41,,,,,3,11,3,6,14,108,9,16,27,,,1.8,,,,,15,7,9,2,,45,167,,1,39,26,46,5,240,,,0,8,2,5,3,8,,,2,15,2,11,11,8,,3,317,29,48,59,,,,,1,10,5,2,7,114,22,30,51,,,1.26,,,,,13,1,4,3,,81,167,,0,35,33,62,5,399,,,0,8,5,5,3,5,,,3,18,3,11,11,5,,3
48772,11041364,1,634,18,30,73,,,,,5,9,5,12,22,83,23,31,44,,,1.53,,,,,8,3,3,1,,68,165,,1,14,25,36,3,702,,,0,12,5,8,7,3,,,9,16,1,19,19,3,,2,86,12,30,27,,,,,0,17,2,1,3,82,10,17,27,,,0.5,,,,,13,3,13,7,,42,165,,1,40,15,42,4,140,,,1,2,1,1,1,2,,,1,10,7,3,3,2,,4
48772,11041365,1,391,9,26,53,,,,,2,18,2,2,9,88,18,28,39,,,0.18,,,,,17,2,12,6,,62,155,,0,22,26,41,1,445,,,1,3,2,1,2,4,,,4,18,6,5,5,4,,3,264,15,26,47,,,,,2,9,3,3,14,78,26,28,41,,,3.49,,,,,9,2,8,0,,61,155,,1,31,19,43,3,318,,,0,13,8,7,5,8,,,6,11,0,18,18,8,,1
48772,11041366,1,405,18,36,59,,,,,5,9,12,9,23,10,20,25,39,,4,1.89,,48,60,,12,4,6,4,,44,121,,0,14,20,31,2,462,1,,0,11,7,6,7,0,,,1,17,4,18,18,0,28,1,237,16,35,41,,,,,1,23,2,5,13,5,15,21,35,,2,1.66,,22,35,,13,1,11,2,,38,116,,0,14,18,31,4,285,0,,0,7,3,6,3,6,,,1,12,2,10,10,6,19,2
48772,11041367,1,368,11,32,62,,,,,2,9,9,5,22,5,18,26,41,,4,2.05,,50,63,,9,3,10,2,,52,121,,4,11,18,29,1,434,,,0,6,6,2,8,3,,,5,16,2,14,14,3,25,1,240,20,31,38,,,,,1,21,4,3,8,5,8,15,36,,0,1.38,,20,34,,12,1,16,1,,32,112,,0,15,17,40,1,307,,,0,7,7,2,3,10,,,1,21,1,10,10,10,11,1
48772,11041368,1,250,9,21,44,,,,,4,13,1,3,20,2,13,22,31,,4,1.42,,23,38,,12,2,9,7,,35,117,,0,21,20,48,5,335,,,1,7,5,1,3,4,,,2,11,7,10,10,4,19,3,445,6,18,56,,,,,3,20,9,7,22,3,31,36,43,,2,5.23,,41,48,,14,2,12,1,,47,105,,3,16,27,38,3,515,,,0,14,6,10,8,3,,,0,15,1,22,22,3,33,1
48772,11041369,1,382,19,44,65,,,,,3,18,7,12,26,112,30,41,44,,,1.9,,,,,9,5,6,2,,70,155,,0,32,22,37,2,449,,,0,12,6,6,3,5,,,2,20,2,15,15,5,,2,164,19,44,35,,,,,5,28,4,5,16,98,10,16,36,,,2.07,,,,,19,4,11,3,,53,155,,0,51,23,51,1,240,,,0,9,3,4,3,6,,,1,18,3,12,12,6,,5
48772,11041370,1,316,15,31,51,,,,,1,9,6,9,18,13,16,25,35,,1,1.71,,38,56,,13,1,11,0,,46,139,,0,15,29,46,0,381,,,0,5,6,3,5,4,,,1,25,0,10,10,4,21,2,277,17,34,49,,,,,4,17,0,3,12,12,14,22,34,,1,1.65,,36,52,,13,3,12,1,,43,138,,0,14,24,50,1,342,,,1,7,7,3,7,3,,,1,23,1,14,14,3,14,2
48772,11041371,1,141,13,33,28,,,,,3,23,2,4,13,91,18,27,38,,,1.72,,,,,14,4,7,3,,60,157,,1,50,19,33,1,194,,,0,5,5,2,6,3,,,1,15,3,11,11,3,,2,648,20,33,72,,,,,4,6,6,5,22,107,12,26,40,,,1.11,,,,,11,4,7,2,,56,157,,0,27,20,30,0,713,,,0,6,4,4,6,5,,,2,24,2,12,12,5,,1
48772,11041372,1,362,18,31,61,,,,,7,6,14,7,29,11,24,34,42,,1,4.48,,38,53,,18,2,6,0,,60,151,0,0,15,26,35,1,451,,,0,18,9,6,4,2,,,7,29,0,22,22,2,41,2,168,10,27,39,,,,,0,37,1,0,4,7,14,22,34,,3,1.36,,18,35,,13,1,13,5,,42,124,1,2,19,16,43,0,234,,,0,2,1,1,2,2,,,0,19,5,4,4,2,9,4
48772,11041373,1,380,7,19,59,,,,,4,12,4,1,6,8,26,36,27,,0,0.78,,50,70,,12,3,14,2,,39,150,0,0,25,22,36,1,438,,,0,5,2,7,8,3,,,1,26,2,13,13,3,8,1,228,13,22,41,,,,,5,21,2,6,14,2,28,37,40,,2,2.89,,26,41,,11,2,5,7,,58,152,2,1,20,25,45,3,298,,,0,10,3,5,4,5,,,2,13,7,14,14,5,23,4
48772,11041374,1,638,10,25,71,,,,,2,5,9,8,24,6,15,22,37,,2,2.32,,72,86,,13,1,2,1,,32,88,,0,16,19,35,0,701,,,0,9,7,4,4,5,,,7,11,1,13,13,5,27,2,172,11,27,29,,,,,3,24,2,4,9,5,9,11,33,,0,1.06,,23,33,,11,4,13,3,,27,88,,0,20,18,33,1,220,,,0,3,1,2,3,2,,,1,18,3,6,6,2,7,0
48772,11041375,1,371,12,19,54,,,,,4,14,4,4,17,6,16,19,41,,4,2.13,,43,49,,7,3,18,6,,33,90,,1,17,22,38,0,436,,,0,13,5,6,3,3,,,0,14,6,16,16,3,32,2,295,7,20,46,,,,,8,18,8,3,13,6,13,16,45,,3,1.74,,45,61,,9,0,9,1,,43,91,,0,16,16,31,2,351,,,0,14,10,6,10,2,,,2,22,1,24,24,2,31,3
48772,11041376,1,208,5,12,36,,,,,1,14,2,2,6,7,14,19,28,,7,0.66,,20,34,,10,1,14,4,,37,133,1,0,14,19,42,0,275,,,1,3,5,1,4,2,,,2,14,4,7,7,2,9,2,446,5,12,64,,,,,8,9,6,3,19,11,32,45,40,,0,2.41,,46,54,,7,0,6,1,,54,135,0,0,15,22,34,3,505,,,0,15,8,6,7,2,,,4,17,1,22,22,2,34,1
48772,11041377,1,215,31,52,46,,,,,4,39,5,5,14,9,12,19,45,,2,2.1,,33,42,,11,4,9,2,,50,128,1,0,20,27,47,0,274,,,0,7,5,5,7,1,,,3,19,2,14,14,1,14,0,301,20,50,54,,,,,2,16,8,9,23,12,10,21,29,,1,2.3,,39,54,,16,2,7,3,,32,129,0,1,20,31,43,2,372,,,0,10,5,4,2,5,,,2,23,3,12,12,5,21,1
48772,11041378,1,139,29,56,36,,,,,0,22,0,2,6,7,15,23,42,,3,0.53,,17,34,,7,6,15,9,,38,103,3,0,15,26,49,4,208,,,0,5,5,1,1,3,,,0,20,9,6,6,3,9,3,380,23,48,64,,,,,8,14,16,11,39,4,20,24,38,,0,2.81,,64,75,,15,4,8,1,,37,107,0,0,14,17,32,2,449,,,0,13,4,12,11,0,,,4,10,1,24,24,0,33,1
48772,11041379,1,252,21,35,45,,,,,1,20,7,6,19,6,9,16,37,,0,1.56,,30,45,,9,2,13,4,,35,116,0,0,20,31,46,0,325,,,0,7,7,3,4,8,,,4,24,4,11,11,8,17,2,314,14,35,55,,,,,0,15,2,6,21,3,21,26,40,,1,1.63,,39,64,,10,0,14,1,,45,109,2,0,23,32,64,5,406,,,0,9,7,5,3,3,,,1,25,1,12,12,3,24,1
48772,11041380,1,142,17,42,39,,,,,2,18,2,3,9,2,24,36,36,,3,0.93,,18,36,,11,9,14,4,,44,123,2,0,17,22,43,1,202,,,0,2,3,8,11,5,,,2,18,4,13,13,5,11,5,269,27,46,61,,,,,3,23,9,2,7,3,35,47,41,,6,1.91,,28,55,,19,2,6,5,,51,144,1,0,12,26,55,1,349,,,0,7,7,2,5,2,,,5,18,5,12,12,2,13,6
48772,11041381,1,357,4,14,51,,,,,2,14,1,1,12,98,13,18,40,,,1.09,,,,,11,4,7,3,,51,123,,0,41,27,51,4,432,,,0,3,2,3,4,0,,,3,15,3,7,7,0,,2,430,10,14,49,,,,,4,12,4,4,14,99,9,12,38,,,2.4,,,,,12,2,7,1,,43,123,,0,38,22,46,2,507,,,0,9,2,7,4,1,,,4,20,1,13,13,1,,3
48772,11041382,1,348,5,13,49,,,,,7,9,9,3,15,91,16,24,32,,,4.57,,,,,15,0,12,2,,35,110,,0,38,21,32,0,420,,,0,17,7,8,5,3,,,5,16,2,22,22,3,,2,417,8,14,51,,,,,0,21,4,3,9,99,11,12,39,,,0.87,,,,,3,0,10,2,,44,121,,1,52,24,46,4,492,,,0,7,5,3,2,7,,,3,15,2,9,9,7,,0
48772,11041383,1,361,8,26,59,,,,,2,14,5,7,19,6,13,24,32,,2,1.92,,33,52,,17,0,7,4,,48,145,0,1,21,21,34,1,438,,,0,13,5,9,4,3,,,3,20,4,17,17,3,28,1,239,13,21,41,,,,,3,10,5,3,13,14,18,25,43,,2,0.56,,16,36,,6,3,9,3,,48,120,1,0,14,14,50,3,326,,,0,4,3,5,7,4,,,2,24,3,11,11,4,12,1
48772,11041384,1,324,36,64,55,,,,,8,20,8,10,21,4,15,20,43,,3,2.89,,29,46,,14,5,10,0,,33,95,1,0,15,25,48,1,396,,,0,12,5,6,7,4,,,2,22,0,19,19,4,25,2,231,26,63,45,,,,,2,23,6,5,13,5,10,11,40,,4,1.09,,25,35,,10,1,7,3,,39,99,1,2,14,21,37,2,301,,,0,7,2,3,2,1,,,3,17,3,9,9,1,17,3
48772,11041385,1,279,12,30,45,,,,,3,15,9,5,16,121,13,20,38,,,0.94,,,,,11,1,10,3,,58,154,,0,46,24,37,2,342,,,0,8,6,4,5,6,,,2,27,3,13,13,6,,2,314,16,30,55,,,,,2,22,2,2,15,112,18,26,37,,,0.59,,,,,15,2,9,3,,53,154,,0,37,19,42,2,401,,,0,5,6,3,6,3,,,2,20,3,11,11,3,,2
48772,11041386,1,191,13,30,45,,,,,5,17,10,6,12,5,19,24,38,,5,3.79,,14,27,,12,5,5,5,,42,112,1,0,16,29,49,0,252,,,1,12,6,7,6,4,,,0,18,5,18,18,4,24,6,303,18,32,55,,,,,7,18,3,3,16,5,17,25,36,,6,3.92,,30,44,,11,0,8,4,,32,104,4,2,21,23,41,1,371,,,0,14,2,9,6,2,,,2,18,4,20,20,2,25,0
