season_id,season_label,event_id,home_team,away_team,fetch_ok,match_url,ok,season_id_stats,away_accurate_passes,away_aerial_duels,away_aerial_duels_total,away_ball_possession,away_big_chances,away_big_chances_missed,away_big_chances_scored,away_big_saves,away_blocked_shots,away_clearances,away_corner_kicks,away_crosses,away_crosses_total,away_dispossessed,away_distance_covered,away_dribbles,away_dribbles_total,away_duels,away_errors_lead_to_a_goal,away_errors_lead_to_a_shot,away_expected_goals,away_final_third_entries,away_final_third_phase,away_final_third_phase_total,away_fouled_in_final_third,away_fouls,away_free_kicks,away_goal_kicks,away_goalkeeper_saves,away_goals_prevented,away_ground_duels,away_ground_duels_total,away_high_claims,away_hit_woodwork,away_interceptions,away_long_balls,away_long_balls_total,away_number_of_sprints,away_offsides,away_passes,away_penalty_saves,away_punches,away_recoveries,away_red_cards,away_shots_inside_box,away_shots_off_target,away_shots_on_target,away_shots_outside_box,away_tackles,away_tackles_won,away_tackles_won_total,away_through_balls,away_throw_ins,away_total_saves,away_total_shots,away_total_shots__totalshotsongoal,away_total_tackles,away_touches_in_penalty_area,away_yellow_cards,home_accurate_passes,home_aerial_duels,home_aerial_duels_total,home_ball_possession,home_big_chances,home_big_chances_missed,home_big_chances_scored,home_big_saves,home_blocked_shots,home_clearances,home_corner_kicks,home_crosses,home_crosses_total,home_dispossessed,home_distance_covered,home_dribbles,home_dribbles_total,home_duels,home_errors_lead_to_a_goal,home_errors_lead_to_a_shot,home_expected_goals,home_final_third_entries,home_final_third_phase,home_final_third_phase_total,home_fouled_in_final_third,home_fouls,home_free_kicks,home_goal_kicks,home_goalkeeper_saves,home_goals_prevented,home_ground_duels,home_ground_duels_total,home_high_claims,home_hit_woodwork,home_interceptions,home_long_balls,home_long_balls_total,home_number_of_sprints,home_offsides,home_passes,home_penalty_saves,home_punches,home_recoveries,home_red_cards,home_shots_inside_box,home_shots_off_target,home_shots_on_target,home_shots_outside_box,home_tackles,home_tackles_won,home_tackles_won_total,home_through_balls,home_throw_ins,home_total_saves,home_total_shots,home_total_shots__totalshotsongoal,home_total_tackles,home_touches_in_penalty_area,home_yellow_cards
78478,25/26,14254080,Tanjong Pagar Utd.,Tampines Rovers,1,https://www.sofascore.com/football/match/tampines-rovers-tanjong-pagar-united/NkbsTkb#id:14254080,1,78478,570.0,11.0,20.0,61.0,,,,,6.0,9.0,10.0,6.0,26.0,2.0,,23.0,26.0,49.0,,1.0,2.46,,70.0,77.0,,9.0,0.0,5.0,2.0,,52.0,108.0,,0.0,14.0,33.0,44.0,,1.0,630.0,,,,0.0,10.0,9.0,11.0,16.0,2.0,,,4.0,26.0,2.0,26.0,26.0,2.0,32.0,0.0,288.0,8.0,20.0,39.0,,,,,1.0,23.0,0.0,2.0,7.0,5.0,,9.0,14.0,24.0,,6.0,0.24,,24.0,47.0,,6.0,1.0,16.0,8.0,,21.0,98.0,,0.0,19.0,23.0,52.0,,0.0,348.0,,,,0.0,2.0,2.0,2.0,3.0,3.0,,,0.0,19.0,8.0,5.0,5.0,3.0,6.0,3.0
78478,25/26,14195507,Albirex Niigata,Young Lions,1,https://www.sofascore.com/football/match/young-lions-albirex-niigata-singapore/GGnsHGn#id:14195507,1,78478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78478,25/26,14292002,Young Lions,Balestier Khalsa,1,https://www.sofascore.com/football/match/young-lions-balestier-khalsa/OkbsHGn#id:14292002,1,78478,455.0,11.0,19.0,59.0,,,,,6.0,6.0,8.0,9.0,20.0,7.0,,25.0,30.0,38.0,,2.0,1.38,,70.0,79.0,,16.0,3.0,7.0,5.0,,37.0,107.0,1.0,0.0,12.0,19.0,40.0,,2.0,515.0,,,,0.0,11.0,8.0,7.0,10.0,1.0,,,1.0,11.0,5.0,21.0,21.0,1.0,22.0,2.0,296.0,7.0,18.0,41.0,,,,,4.0,15.0,1.0,2.0,10.0,2.0,,16.0,18.0,37.0,,6.0,1.9,,25.0,42.0,,8.0,3.0,12.0,6.0,,42.0,112.0,1.0,0.0,17.0,20.0,38.0,,3.0,356.0,,,,0.0,11.0,4.0,6.0,3.0,1.0,,,1.0,18.0,6.0,14.0,14.0,1.0,21.0,1.0
78478,25/26,14195503,Young Lions,Geylang Int.,1,https://www.sofascore.com/football/match/young-lions-geylang-international/UkbsHGn#id:14195503,1,78478,360.0,9.0,19.0,53.0,,,,,5.0,9.0,6.0,8.0,15.0,5.0,,10.0,14.0,33.0,,1.0,3.14,,45.0,70.0,,12.0,4.0,7.0,3.0,,30.0,98.0,,0.0,6.0,27.0,49.0,,2.0,427.0,0.0,,,0.0,15.0,9.0,7.0,6.0,3.0,,,4.0,20.0,3.0,21.0,21.0,3.0,27.0,1.0,288.0,8.0,26.0,47.0,,,,,0.0,21.0,3.0,2.0,5.0,3.0,,19.0,26.0,35.0,,3.0,0.7,,18.0,29.0,,15.0,1.0,13.0,5.0,,35.0,94.0,,0.0,16.0,11.0,28.0,,1.0,347.0,1.0,,,0.0,5.0,2.0,4.0,1.0,6.0,,,2.0,17.0,5.0,6.0,6.0,6.0,10.0,1.0
78478,25/26,14195520,Lion City Sailors,Young Lions,1,https://www.sofascore.com/football/match/young-lions-lion-city-sailors/QkbsHGn#id:14195520,1,78478,215.0,16.0,36.0,35.0,,,,,0.0,35.0,1.0,0.0,5.0,9.0,,6.0,10.0,29.0,,9.0,0.16,,13.0,21.0,,6.0,1.0,22.0,7.0,,24.0,100.0,1.0,0.0,18.0,12.0,27.0,,2.0,275.0,,,,0.0,1.0,0.0,2.0,1.0,2.0,,,0.0,12.0,7.0,2.0,2.0,2.0,4.0,1.0,475.0,18.0,35.0,65.0,,,,,11.0,10.0,22.0,15.0,41.0,4.0,,29.0,34.0,48.0,,0.0,3.21,,73.0,86.0,,7.0,2.0,1.0,1.0,,48.0,101.0,0.0,0.0,10.0,17.0,30.0,,1.0,562.0,,,,0.0,21.0,11.0,12.0,13.0,1.0,,,2.0,16.0,1.0,34.0,34.0,1.0,64.0,1.0
78478,25/26,14195516,Tanjong Pagar Utd.,Young Lions,1,https://www.sofascore.com/football/match/young-lions-tanjong-pagar-united/NkbsHGn#id:14195516,1,78478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78478,25/26,14689646,Tanjong Pagar Utd.,Young Lions,1,https://www.sofascore.com/football/match/young-lions-tanjong-pagar-united/NkbsHGn#id:14689646,1,78478,368.0,8.0,20.0,59.0,,,,,4.0,23.0,6.0,6.0,18.0,0.0,,22.0,38.0,38.0,,8.0,0.77,,35.0,51.0,,7.0,3.0,8.0,7.0,,50.0,130.0,1.0,0.0,11.0,15.0,32.0,,0.0,429.0,,,,0.0,3.0,3.0,3.0,7.0,2.0,,,0.0,20.0,7.0,10.0,10.0,2.0,16.0,1.0,294.0,10.0,16.0,41.0,,,,,7.0,17.0,13.0,6.0,14.0,6.0,,22.0,26.0,33.0,,2.0,3.27,,29.0,44.0,,15.0,3.0,7.0,4.0,,40.0,132.0,0.0,0.0,14.0,29.0,50.0,,0.0,351.0,,,,0.0,13.0,5.0,12.0,11.0,4.0,,,0.0,11.0,4.0,24.0,24.0,4.0,29.0,3.0
59708,2024,12246951,Albirex Niigata,Balestier Khalsa,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-balestier-khalsa/OkbsGGn#id:12246951,1,59708,267.0,4.0,12.0,43.0,,,,,5.0,13.0,12.0,6.0,18.0,9.0,,14.0,23.0,34.0,,4.0,1.28,,40.0,54.0,,10.0,3.0,10.0,3.0,,42.0,123.0,,0.0,19.0,10.0,24.0,,0.0,331.0,,,,0.0,11.0,4.0,4.0,2.0,3.0,,,0.0,18.0,3.0,13.0,13.0,3.0,25.0,0.0,343.0,8.0,13.0,57.0,,,,,0.0,21.0,4.0,5.0,19.0,11.0,,18.0,24.0,45.0,,4.0,2.11,,39.0,48.0,,9.0,2.0,10.0,4.0,,51.0,118.0,,0.0,9.0,32.0,48.0,,0.0,399.0,,,,0.0,9.0,8.0,7.0,6.0,2.0,,,0.0,17.0,4.0,15.0,15.0,2.0,22.0,0.0
59708,2024,12246992,Balestier Khalsa,Albirex Niigata,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-balestier-khalsa/OkbsGGn#id:12246992,1,59708,234.0,12.0,23.0,42.0,,,,,1.0,9.0,3.0,5.0,11.0,8.0,,5.0,10.0,36.0,,2.0,1.45,,22.0,32.0,,6.0,4.0,11.0,4.0,,38.0,115.0,,2.0,15.0,36.0,57.0,,4.0,293.0,,,,0.0,5.0,3.0,5.0,7.0,0.0,,,1.0,17.0,4.0,12.0,12.0,0.0,13.0,3.0,380.0,16.0,29.0,58.0,,,,,8.0,8.0,12.0,11.0,28.0,10.0,,15.0,17.0,36.0,,3.0,1.69,,42.0,57.0,,12.0,0.0,8.0,5.0,,43.0,133.0,,0.0,12.0,22.0,42.0,,1.0,455.0,,,,1.0,11.0,3.0,6.0,6.0,2.0,,,0.0,25.0,5.0,17.0,17.0,2.0,31.0,1.0
59708,2024,12247028,Balestier Khalsa,Albirex Niigata,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-balestier-khalsa/OkbsGGn#id:12247028,1,59708,398.0,8.0,19.0,58.0,,,,,2.0,11.0,4.0,6.0,15.0,2.0,,9.0,12.0,36.0,,2.0,2.18,,64.0,75.0,,10.0,4.0,4.0,1.0,,37.0,103.0,,0.0,8.0,13.0,23.0,,3.0,466.0,,,,0.0,8.0,4.0,4.0,2.0,2.0,,,3.0,22.0,1.0,10.0,10.0,2.0,17.0,2.0,239.0,11.0,21.0,42.0,,,,,1.0,11.0,2.0,4.0,10.0,5.0,,8.0,11.0,35.0,,3.0,2.08,,30.0,45.0,,12.0,1.0,7.0,2.0,,36.0,112.0,,0.0,24.0,29.0,50.0,,2.0,300.0,,,,0.0,6.0,1.0,8.0,4.0,2.0,,,3.0,23.0,2.0,10.0,10.0,2.0,14.0,2.0
59708,2024,12246921,Geylang Int.,Albirex Niigata,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-geylang-international/UkbsGGn#id:12246921,1,59708,305.0,6.0,15.0,43.0,,,,,4.0,8.0,7.0,2.0,6.0,2.0,,14.0,18.0,35.0,,1.0,1.76,,30.0,38.0,,8.0,4.0,10.0,3.0,,28.0,82.0,0.0,1.0,17.0,30.0,40.0,,1.0,340.0,,,,0.0,12.0,5.0,8.0,6.0,4.0,,,2.0,5.0,3.0,18.0,18.0,4.0,22.0,0.0,409.0,8.0,15.0,57.0,,,,,4.0,7.0,3.0,3.0,14.0,4.0,,12.0,16.0,35.0,,3.0,0.78,,41.0,53.0,,10.0,2.0,8.0,4.0,,28.0,87.0,2.0,0.0,9.0,26.0,41.0,,0.0,457.0,,,,1.0,6.0,5.0,4.0,7.0,2.0,,,0.0,13.0,4.0,13.0,13.0,2.0,16.0,0.0
59708,2024,12246958,Geylang Int.,Albirex Niigata,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-geylang-international/UkbsGGn#id:12246958,1,59708,330.0,7.0,15.0,43.0,,,,,1.0,15.0,2.0,3.0,5.0,3.0,,7.0,10.0,33.0,,0.0,0.65,,36.0,51.0,,11.0,2.0,10.0,5.0,,32.0,103.0,,0.0,13.0,16.0,35.0,,1.0,395.0,,,,0.0,6.0,2.0,5.0,2.0,3.0,,,0.0,17.0,5.0,8.0,8.0,3.0,10.0,3.0,420.0,7.0,16.0,57.0,,,,,2.0,6.0,1.0,9.0,17.0,3.0,,16.0,19.0,38.0,,1.0,1.71,,48.0,68.0,,13.0,0.0,4.0,4.0,,37.0,98.0,,0.0,13.0,23.0,49.0,,1.0,482.0,,,,1.0,8.0,3.0,6.0,3.0,4.0,,,1.0,19.0,4.0,11.0,11.0,4.0,17.0,5.0
59708,2024,12246999,Geylang Int.,Albirex Niigata,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-geylang-international/UkbsGGn#id:12246999,1,59708,295.0,8.0,24.0,47.0,,,,,3.0,4.0,4.0,5.0,13.0,3.0,,3.0,8.0,31.0,,3.0,0.76,,35.0,52.0,,9.0,3.0,13.0,1.0,,21.0,69.0,,0.0,8.0,20.0,36.0,,1.0,351.0,,,,0.0,3.0,1.0,5.0,6.0,1.0,,,0.0,16.0,1.0,9.0,9.0,1.0,11.0,1.0,364.0,16.0,23.0,53.0,,,,,1.0,13.0,1.0,2.0,7.0,7.0,,7.0,10.0,41.0,,3.0,1.26,,37.0,48.0,,7.0,1.0,7.0,4.0,,31.0,90.0,,0.0,19.0,29.0,47.0,,1.0,415.0,,,,0.0,6.0,8.0,6.0,10.0,3.0,,,1.0,16.0,4.0,16.0,16.0,3.0,13.0,2.0
59708,2024,12247037,Geylang Int.,Albirex Niigata,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-geylang-international/UkbsGGn#id:12247037,1,59708,454.0,10.0,20.0,53.0,,,,,4.0,6.0,1.0,5.0,12.0,9.0,,22.0,25.0,46.0,,2.0,3.88,,56.0,75.0,,8.0,2.0,4.0,0.0,,52.0,112.0,,0.0,8.0,23.0,39.0,,1.0,511.0,,,,0.0,10.0,2.0,12.0,9.0,4.0,,,2.0,15.0,0.0,19.0,19.0,4.0,20.0,1.0,324.0,9.0,19.0,47.0,,,,,2.0,20.0,0.0,2.0,5.0,2.0,,13.0,18.0,30.0,,3.0,0.54,,27.0,40.0,,16.0,1.0,6.0,6.0,,34.0,121.0,,0.0,20.0,34.0,57.0,,1.0,378.0,,,,0.0,4.0,4.0,0.0,2.0,6.0,,,0.0,11.0,6.0,6.0,6.0,6.0,8.0,1.0
59708,2024,12246925,Albirex Niigata,Lion City Sailors,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-lion-city-sailors/QkbsGGn#id:12246925,1,59708,552.0,15.0,20.0,59.0,,,,,10.0,8.0,11.0,9.0,29.0,2.0,,34.0,34.0,58.0,,1.0,2.7,,65.0,78.0,,6.0,4.0,5.0,2.0,,54.0,97.0,,1.0,8.0,12.0,24.0,,1.0,614.0,,,,0.0,18.0,10.0,6.0,9.0,1.0,,,3.0,8.0,2.0,27.0,27.0,1.0,41.0,1.0,327.0,5.0,20.0,41.0,,,,,1.0,23.0,4.0,0.0,2.0,5.0,,5.0,10.0,19.0,,0.0,0.22,,23.0,34.0,,6.0,0.0,15.0,4.0,,18.0,96.0,,0.0,15.0,31.0,50.0,,1.0,368.0,,,,0.0,2.0,2.0,2.0,3.0,5.0,,,6.0,6.0,4.0,5.0,5.0,5.0,2.0,2.0
59708,2024,12246972,Lion City Sailors,Albirex Niigata,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-lion-city-sailors/QkbsGGn#id:12246972,1,59708,360.0,6.0,19.0,49.0,,,,,2.0,12.0,2.0,5.0,14.0,4.0,,14.0,19.0,38.0,,4.0,0.61,,29.0,43.0,,3.0,3.0,12.0,3.0,,42.0,106.0,,1.0,10.0,26.0,47.0,,0.0,420.0,,,,0.0,7.0,5.0,2.0,3.0,2.0,,,3.0,11.0,3.0,10.0,10.0,2.0,13.0,0.0,467.0,10.0,18.0,51.0,,,,,5.0,8.0,7.0,9.0,20.0,4.0,,20.0,24.0,37.0,,5.0,2.48,,38.0,49.0,,8.0,0.0,9.0,2.0,,36.0,106.0,,2.0,14.0,21.0,37.0,,4.0,523.0,,,,0.0,15.0,3.0,9.0,4.0,2.0,,,3.0,11.0,2.0,19.0,19.0,2.0,34.0,1.0
59708,2024,12247007,Lion City Sailors,Albirex Niigata,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-lion-city-sailors/QkbsGGn#id:12247007,1,59708,358.0,14.0,30.0,49.0,,,,,6.0,12.0,8.0,16.0,37.0,4.0,,30.0,34.0,42.0,,3.0,3.43,,60.0,71.0,,9.0,3.0,7.0,1.0,,41.0,98.0,0.0,0.0,7.0,20.0,41.0,,1.0,427.0,,,,0.0,16.0,13.0,5.0,8.0,7.0,,,6.0,12.0,1.0,24.0,24.0,7.0,36.0,0.0,348.0,13.0,34.0,51.0,,,,,2.0,4.0,3.0,3.0,6.0,8.0,,19.0,23.0,32.0,,7.0,2.43,,28.0,41.0,,7.0,0.0,15.0,6.0,,35.0,115.0,2.0,2.0,26.0,32.0,55.0,,1.0,409.0,,,,0.0,10.0,6.0,5.0,5.0,3.0,,,5.0,14.0,6.0,15.0,15.0,3.0,18.0,3.0
59708,2024,12247045,Lion City Sailors,Albirex Niigata,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-lion-city-sailors/QkbsGGn#id:12247045,1,59708,411.0,8.0,17.0,60.0,,,,,1.0,26.0,2.0,7.0,15.0,9.0,,13.0,15.0,32.0,,5.0,0.6,,40.0,59.0,,3.0,2.0,13.0,3.0,,36.0,118.0,,0.0,13.0,23.0,42.0,,1.0,479.0,,,,0.0,6.0,4.0,3.0,2.0,3.0,,,2.0,9.0,3.0,8.0,8.0,3.0,12.0,0.0,270.0,12.0,21.0,40.0,,,,,4.0,14.0,6.0,4.0,12.0,4.0,,19.0,23.0,38.0,,0.0,3.19,,28.0,51.0,,12.0,0.0,9.0,2.0,,39.0,110.0,,1.0,14.0,13.0,36.0,,3.0,340.0,,,,0.0,20.0,9.0,10.0,4.0,4.0,,,2.0,19.0,2.0,24.0,24.0,4.0,30.0,1.0
59708,2024,12246950,Albirex Niigata,Tampines Rovers,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-tampines-rovers/TkbsGGn#id:12246950,1,59708,521.0,8.0,15.0,48.0,,,,,6.0,15.0,7.0,7.0,19.0,5.0,,16.0,20.0,43.0,,0.0,2.67,,56.0,65.0,,7.0,1.0,13.0,0.0,,45.0,106.0,,2.0,10.0,23.0,34.0,,0.0,568.0,,,,0.0,14.0,2.0,12.0,8.0,2.0,,,2.0,8.0,0.0,22.0,22.0,2.0,28.0,0.0,408.0,2.0,14.0,52.0,,,,,3.0,10.0,6.0,3.0,14.0,4.0,,14.0,20.0,32.0,,3.0,0.17,,38.0,55.0,,16.0,2.0,6.0,8.0,,41.0,118.0,,0.0,8.0,23.0,40.0,,0.0,458.0,,,,0.0,3.0,4.0,0.0,4.0,2.0,,,0.0,18.0,8.0,7.0,7.0,2.0,8.0,3.0
59708,2024,12246990,Tampines Rovers,Albirex Niigata,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-tampines-rovers/TkbsGGn#id:12246990,1,59708,260.0,10.0,27.0,41.0,,,,,4.0,23.0,4.0,6.0,11.0,6.0,,18.0,22.0,35.0,,2.0,1.55,,24.0,34.0,,12.0,0.0,14.0,4.0,,38.0,109.0,1.0,0.0,16.0,28.0,42.0,,0.0,308.0,,,,0.0,9.0,5.0,4.0,4.0,6.0,,,2.0,10.0,4.0,13.0,13.0,6.0,15.0,0.0,561.0,14.0,28.0,59.0,,,,,5.0,4.0,10.0,9.0,28.0,6.0,,17.0,22.0,36.0,,1.0,2.32,,58.0,64.0,,10.0,0.0,8.0,1.0,,37.0,111.0,0.0,0.0,16.0,17.0,27.0,,2.0,620.0,,,,0.0,10.0,9.0,6.0,10.0,4.0,,,1.0,17.0,1.0,20.0,20.0,4.0,44.0,3.0
59708,2024,12247022,Albirex Niigata,Tampines Rovers,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-tampines-rovers/TkbsGGn#id:12247022,1,59708,499.0,4.0,13.0,53.0,,,,,1.0,16.0,5.0,10.0,21.0,6.0,,14.0,16.0,37.0,,5.0,2.35,,48.0,60.0,,8.0,1.0,4.0,5.0,,41.0,106.0,,0.0,6.0,15.0,29.0,,1.0,553.0,,,,0.0,10.0,8.0,8.0,7.0,3.0,,,2.0,12.0,5.0,17.0,17.0,3.0,21.0,0.0,310.0,6.0,10.0,47.0,,,,,3.0,4.0,6.0,5.0,12.0,1.0,,16.0,18.0,42.0,,2.0,1.93,,38.0,53.0,,8.0,3.0,10.0,4.0,,35.0,86.0,,1.0,9.0,30.0,52.0,,0.0,363.0,,,,0.0,10.0,3.0,7.0,4.0,3.0,,,1.0,18.0,4.0,14.0,14.0,3.0,23.0,1.0
59708,2024,12247056,Tampines Rovers,Albirex Niigata,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-tampines-rovers/TkbsGGn#id:12247056,1,59708,313.0,6.0,15.0,50.0,,,,,0.0,9.0,4.0,3.0,12.0,90.0,,15.0,17.0,38.0,,,0.38,,,,,9.0,2.0,12.0,6.0,,50.0,127.0,,0.0,29.0,12.0,40.0,,4.0,381.0,,,,0.0,2.0,0.0,2.0,0.0,4.0,,,2.0,13.0,6.0,2.0,2.0,4.0,,2.0,402.0,11.0,16.0,50.0,,,,,2.0,6.0,9.0,4.0,18.0,78.0,,17.0,17.0,35.0,,,1.96,,,,,14.0,1.0,5.0,2.0,,26.0,93.0,,0.0,19.0,23.0,37.0,,2.0,459.0,,,,0.0,6.0,3.0,8.0,7.0,1.0,,,0.0,12.0,2.0,13.0,13.0,1.0,,1.0
59708,2024,12246912,Albirex Niigata,Tanjong Pagar Utd.,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-tanjong-pagar-united/NkbsGGn#id:12246912,1,59708,260.0,7.0,19.0,45.0,,,,,2.0,11.0,6.0,4.0,16.0,3.0,,15.0,18.0,35.0,,2.0,0.9,,25.0,38.0,,8.0,2.0,9.0,3.0,,27.0,77.0,1.0,0.0,16.0,12.0,25.0,,0.0,315.0,1.0,,,0.0,4.0,2.0,4.0,4.0,1.0,,,1.0,25.0,3.0,8.0,8.0,1.0,13.0,2.0,286.0,15.0,27.0,55.0,,,,,4.0,20.0,6.0,8.0,16.0,5.0,,15.0,18.0,40.0,,0.0,3.4,,38.0,52.0,,10.0,2.0,6.0,3.0,,38.0,104.0,0.0,0.0,17.0,30.0,46.0,,0.0,332.0,0.0,,,0.0,12.0,5.0,8.0,5.0,2.0,,,3.0,16.0,3.0,17.0,17.0,2.0,20.0,2.0
59708,2024,12246955,Albirex Niigata,Tanjong Pagar Utd.,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-tanjong-pagar-united/NkbsGGn#id:12246955,1,59708,388.0,6.0,16.0,58.0,,,,,2.0,10.0,3.0,8.0,16.0,3.0,,24.0,29.0,35.0,,6.0,1.62,,40.0,57.0,,8.0,2.0,9.0,3.0,,32.0,92.0,0.0,1.0,14.0,29.0,52.0,,0.0,448.0,,,,0.0,9.0,3.0,6.0,3.0,1.0,,,4.0,16.0,3.0,12.0,12.0,1.0,18.0,0.0,329.0,8.0,19.0,42.0,,,,,7.0,13.0,6.0,5.0,15.0,3.0,,13.0,15.0,29.0,,1.0,2.1,,33.0,50.0,,7.0,2.0,4.0,5.0,,26.0,96.0,1.0,2.0,9.0,26.0,40.0,,0.0,385.0,,,,1.0,5.0,3.0,4.0,11.0,4.0,,,0.0,16.0,5.0,16.0,16.0,4.0,12.0,1.0
59708,2024,12246993,Albirex Niigata,Tanjong Pagar Utd.,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-tanjong-pagar-united/NkbsGGn#id:12246993,1,59708,223.0,14.0,31.0,42.0,,,,,1.0,14.0,5.0,5.0,15.0,12.0,,12.0,15.0,32.0,,0.0,1.12,,28.0,46.0,,9.0,2.0,11.0,3.0,,31.0,106.0,1.0,0.0,12.0,19.0,35.0,,3.0,278.0,,,,0.0,5.0,3.0,5.0,4.0,3.0,,,2.0,18.0,3.0,9.0,9.0,3.0,13.0,0.0,292.0,18.0,29.0,58.0,,,,,1.0,8.0,5.0,14.0,24.0,5.0,,24.0,29.0,48.0,,1.0,1.93,,42.0,60.0,,10.0,3.0,4.0,4.0,,52.0,115.0,0.0,0.0,22.0,23.0,44.0,,3.0,360.0,,,,0.0,10.0,5.0,6.0,2.0,1.0,,,3.0,24.0,4.0,12.0,12.0,1.0,23.0,0.0
59708,2024,12247034,Albirex Niigata,Tanjong Pagar Utd.,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-tanjong-pagar-united/NkbsGGn#id:12247034,1,59708,331.0,15.0,26.0,51.0,,,,,0.0,7.0,3.0,5.0,13.0,4.0,,16.0,20.0,38.0,,2.0,0.93,,47.0,61.0,,9.0,3.0,9.0,1.0,,27.0,84.0,1.0,0.0,12.0,28.0,55.0,,3.0,390.0,,,,0.0,9.0,6.0,6.0,3.0,2.0,,,3.0,15.0,1.0,12.0,12.0,2.0,15.0,2.0,302.0,8.0,23.0,49.0,,,,,2.0,10.0,3.0,3.0,17.0,1.0,,17.0,22.0,41.0,,1.0,2.65,,31.0,43.0,,7.0,3.0,10.0,7.0,,42.0,98.0,0.0,0.0,11.0,22.0,36.0,,3.0,360.0,,,,1.0,7.0,9.0,3.0,7.0,2.0,,,3.0,11.0,7.0,14.0,14.0,2.0,14.0,1.0
59708,2024,12246940,Balestier Khalsa,Tanjong Pagar Utd.,1,https://www.sofascore.com/football/match/balestier-khalsa-tanjong-pagar-united/NkbsOkb#id:12246940,1,59708,161.0,6.0,19.0,29.0,,,,,1.0,30.0,0.0,5.0,9.0,5.0,,10.0,18.0,32.0,,1.0,0.67,,20.0,34.0,,14.0,0.0,11.0,3.0,,44.0,135.0,,0.0,23.0,24.0,46.0,,0.0,231.0,,,,0.0,5.0,5.0,4.0,5.0,6.0,,,0.0,20.0,3.0,10.0,10.0,6.0,15.0,4.0,529.0,11.0,20.0,71.0,,,,,6.0,6.0,8.0,4.0,25.0,4.0,,24.0,36.0,43.0,,1.0,2.06,,75.0,99.0,,7.0,4.0,9.0,1.0,,57.0,135.0,,0.0,17.0,16.0,36.0,,3.0,623.0,,,,0.0,10.0,8.0,5.0,9.0,4.0,,,2.0,29.0,1.0,19.0,19.0,4.0,14.0,0.0
59708,2024,12246983,Tanjong Pagar Utd.,Balestier Khalsa,1,https://www.sofascore.com/football/match/balestier-khalsa-tanjong-pagar-united/NkbsOkb#id:12246983,1,59708,374.0,7.0,14.0,53.0,,,,,6.0,5.0,10.0,9.0,30.0,10.0,,14.0,19.0,36.0,,3.0,5.43,,68.0,85.0,,9.0,2.0,0.0,6.0,,39.0,112.0,0.0,1.0,9.0,22.0,37.0,,5.0,447.0,,,,0.0,20.0,6.0,12.0,5.0,1.0,,,1.0,23.0,6.0,25.0,25.0,1.0,33.0,1.0,256.0,10.0,15.0,47.0,,,,,1.0,12.0,2.0,3.0,5.0,10.0,,5.0,6.0,33.0,,10.0,0.76,,20.0,38.0,,13.0,2.0,14.0,7.0,,35.0,119.0,3.0,0.0,12.0,24.0,50.0,,1.0,322.0,,,,0.0,3.0,1.0,5.0,4.0,8.0,,,0.0,15.0,7.0,7.0,7.0,8.0,7.0,4.0
59708,2024,12247021,Balestier Khalsa,Tanjong Pagar Utd.,1,https://www.sofascore.com/football/match/balestier-khalsa-tanjong-pagar-united/NkbsOkb#id:12247021,1,59708,368.0,5.0,12.0,49.0,,,,,5.0,14.0,4.0,5.0,17.0,5.0,,14.0,24.0,31.0,,4.0,2.28,,43.0,60.0,,8.0,1.0,6.0,6.0,,39.0,128.0,,1.0,24.0,18.0,38.0,,1.0,436.0,,,,0.0,8.0,3.0,9.0,11.0,4.0,,,2.0,16.0,6.0,19.0,19.0,4.0,17.0,0.0,402.0,6.0,13.0,51.0,,,,,6.0,12.0,8.0,7.0,19.0,9.0,,24.0,30.0,38.0,,5.0,3.16,,44.0,56.0,,10.0,1.0,6.0,8.0,,42.0,111.0,,1.0,23.0,24.0,35.0,,1.0,476.0,,,,0.0,11.0,1.0,10.0,7.0,4.0,,,3.0,17.0,8.0,18.0,18.0,4.0,32.0,1.0
